claim_id,artifact,artifact_location,report_occurrence_count,claim_text,claim_type,population,comparator,endpoint,timepoint,value,unit,source_ids,source_urls,exact_anchors,access_depth,evidence_tier,requires_inline_citation,first_pass_decision,first_pass_rationale,blind_verdict,blind_failure_mode,resolution,final_display_state,canonical_artifact,canonical_row_ids,canonical_artifact_sha256,display_order,data_cut,schema_version,notes
ENDPOINT-005,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=49,1,Relapse는 ATD 중단 후 재발을 뜻하며 RAI 후 persistent hyperthyroidism과 별도 failure state로 기록한다.,analytical_endpoint_definition,GD/TED endpoint taxonomy,NA (no comparator),relapse,NA (not timepoint-specific),NA (not a scalar claim),NA (no unit),NA (internal canonical evidence),NA (no external source URL required),CANONICAL:plan2.md | clinical_trials_v2.csv | soc_outcomes_v2.csv::frozen endpoint-semantics contract | clinical_trials.primary_endpoints | soc_outcomes.endpoint_semantics,Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,Analytical boundary is defined by the approved release contract and applied consistently in the canonical SoC and trial tables.,support,support,NA (no first-pass correction required),final_displayed_blind_support,plan2.md; clinical_trials_v2.csv; soc_outcomes_v2.csv,frozen endpoint-semantics contract; clinical_trials.primary_endpoints; soc_outcomes.endpoint_semantics,e7a98e1ed1684fe56a288c8a1b988366f090890685052ea0e37acdb6327b6ad7,29,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0126 (BATCH-06): support; same coordinator, stance-hidden, not independent validation."
ENDPOINT-006,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=50,1,RAI 또는 thyroidectomy에 의한 thyroid-source control은 pathogenic autoimmunity나 TED의 소실을 의미하지 않는다.,analytical_endpoint_definition,GD/TED endpoint taxonomy,NA (no comparator),RAI/surgical control,NA (not timepoint-specific),NA (not a scalar claim),NA (no unit),NA (internal canonical evidence),NA (no external source URL required),CANONICAL:plan2.md | clinical_trials_v2.csv | soc_outcomes_v2.csv::frozen endpoint-semantics contract | clinical_trials.primary_endpoints | soc_outcomes.endpoint_semantics,Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,Analytical boundary is defined by the approved release contract and applied consistently in the canonical SoC and trial tables.,support,support,NA (no first-pass correction required),final_displayed_blind_support,plan2.md; clinical_trials_v2.csv; soc_outcomes_v2.csv,frozen endpoint-semantics contract; clinical_trials.primary_endpoints; soc_outcomes.endpoint_semantics,e7a98e1ed1684fe56a288c8a1b988366f090890685052ea0e37acdb6327b6ad7,30,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0173 (BATCH-07): support; same coordinator, stance-hidden, not independent validation."
ENDPOINT-007,report_graves_ted_landscape_v2.md,"report_graves_ted_landscape_v2.md::lines=16,51",2,"Cure는 정상 thyroid function, pathogenic autoimmunity의 지속적 소실, 무치료 durability를 함께 요구하는 강한 표현이며 본 release의 investigational direct anti-TSHR 프로그램에는 적용하지 않는다.",analytical_endpoint_definition,GD/TED endpoint taxonomy,NA (no comparator),cure boundary,NA (not timepoint-specific),NA (not a scalar claim),NA (no unit),NA (internal canonical evidence),NA (no external source URL required),CANONICAL:plan2.md | clinical_trials_v2.csv | soc_outcomes_v2.csv::frozen endpoint-semantics contract | clinical_trials.primary_endpoints | soc_outcomes.endpoint_semantics,Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,Analytical boundary is defined by the approved release contract and applied consistently in the canonical SoC and trial tables.,support,support,NA (no first-pass correction required),final_displayed_blind_support,plan2.md; clinical_trials_v2.csv; soc_outcomes_v2.csv,frozen endpoint-semantics contract; clinical_trials.primary_endpoints; soc_outcomes.endpoint_semantics,e7a98e1ed1684fe56a288c8a1b988366f090890685052ea0e37acdb6327b6ad7,31,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0202 (BATCH-09): support; same coordinator, stance-hidden, not independent validation."
ENDPOINT-008,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=52,1,"TED의 PRR, CAS, diplopia, GO-QOL, overall response 및 imaging endpoint는 GD biochemical remission과 교환 가능하지 않다.",analytical_endpoint_definition,GD/TED endpoint taxonomy,NA (no comparator),TED versus GD endpoint boundary,NA (not timepoint-specific),NA (not a scalar claim),NA (no unit),NA (internal canonical evidence),NA (no external source URL required),CANONICAL:plan2.md | clinical_trials_v2.csv | soc_outcomes_v2.csv::frozen endpoint-semantics contract | clinical_trials.primary_endpoints | soc_outcomes.endpoint_semantics,Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,Analytical boundary is defined by the approved release contract and applied consistently in the canonical SoC and trial tables.,support,support,NA (no first-pass correction required),final_displayed_blind_support,plan2.md; clinical_trials_v2.csv; soc_outcomes_v2.csv,frozen endpoint-semantics contract; clinical_trials.primary_endpoints; soc_outcomes.endpoint_semantics,e7a98e1ed1684fe56a288c8a1b988366f090890685052ea0e37acdb6327b6ad7,32,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0114 (BATCH-05): support; same coordinator, stance-hidden, not independent validation."
TRIAL-FRAME-001,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=81,1,"Result-bearing 25개 trial을 positive/negative 이분법으로 축약하지 않고 disposition, efficacy, safety, durability와 caveat를 분리했다.",internal_trial_reporting_boundary,25 result-bearing trials,NA (no comparator),structured result interpretation,2026-09-10 data cut,"Result-bearing 25개 trial을 positive/negative 이분법으로 축약하지 않고 disposition, efficacy, safety, durability와 caveat를 분리했다.",analytical statement,NA (internal canonical evidence),NA (no external source URL required),"CANONICAL:result_trial_curation_v2.csv::all 25 rows | fields=disposition,efficacy,safety,durability,caveats",Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,This is a reporting rule applied deterministically to the approved 25-row curation; it is not a pooled efficacy claim.,support,support,NA (no first-pass correction required),final_displayed_blind_support,result_trial_curation_v2.csv,"all 25 rows; fields=disposition,efficacy,safety,durability,caveats",4be5f2aa06c22ce2687ab86612c6afab15ff7f63aa009e344358477c8fbb3e30,33,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0038 (BATCH-02): support; same coordinator, stance-hidden, not independent validation."
TRIAL-FRAME-002,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=115,1,Displayed trial values는 각 trial 내부 comparator와 endpoint에만 적용하며 trial 간 수치 ranking 또는 pooling을 하지 않는다.,internal_trial_reporting_boundary,25 result-bearing trials,NA (no comparator),within-trial interpretation boundary,2026-09-10 data cut,Displayed trial values는 각 trial 내부 comparator와 endpoint에만 적용하며 trial 간 수치 ranking 또는 pooling을 하지 않는다.,analytical statement,NA (internal canonical evidence),NA (no external source URL required),"CANONICAL:result_trial_curation_v2.csv::all 25 rows | fields=disposition,efficacy,safety,durability,caveats",Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,This is a reporting rule applied deterministically to the approved 25-row curation; it is not a pooled efficacy claim.,support,support,NA (no first-pass correction required),final_displayed_blind_support,result_trial_curation_v2.csv,"all 25 rows; fields=disposition,efficacy,safety,durability,caveats",4be5f2aa06c22ce2687ab86612c6afab15ff7f63aa009e344358477c8fbb3e30,34,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0187 (BATCH-08): support; same coordinator, stance-hidden, not independent validation."
TRIAL-001-INTERPRETATION,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=87,1,NCT00595335: 6개월 CAS 변화와 failure rate에서 rituximab이 methylprednisolone 대비 우월하지 않았다.,trial_primary_interpretation,Adults primary,Placebo,Change in Clinical Activity Score (CAS),Posted result timepoint,negative_randomized,curated interpretation category,762,https://clinicaltrials.gov/study/NCT00595335,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT00595335,Frozen full protocol and posted-results record,A1 official registry,Yes,support,Approved result interpretation retained exactly; caveat: 소규모 randomized trial; negative result를 보존.,support,support,NA (no first-pass correction required),final_displayed_blind_support,result_trial_curation_v2.csv,trial_id=NCT00595335; field=primary_interpretation,4be5f2aa06c22ce2687ab86612c6afab15ff7f63aa009e344358477c8fbb3e30,35,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0009 (BATCH-01): support; same coordinator, stance-hidden, not independent validation."
TRIAL-001-EFFICACY,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=119,1,"NCT00595335: CAS change −1.2 (n=13) vs −1.5 (n=12), p=0.73; failure 69% vs 75%, p=0.75.",trial_efficacy_result,Adults primary,Placebo,Change in Clinical Activity Score (CAS),Posted result timepoint,"CAS change −1.2 (n=13) vs −1.5 (n=12), p=0.73; failure 69% vs 75%, p=0.75.",source-reported mixed endpoint units,762,https://clinicaltrials.gov/study/NCT00595335,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT00595335,Frozen full protocol and posted-results record,A1 official registry,Yes,support,Exact approved efficacy field with endpoint-specific denominators; Endpoint-specific denominators are preserved in efficacy/safety text; registry STARTED N is not substituted for analyzed N.,support,support,NA (no first-pass correction required),final_displayed_blind_support,result_trial_curation_v2.csv,trial_id=NCT00595335; field=efficacy,4be5f2aa06c22ce2687ab86612c6afab15ff7f63aa009e344358477c8fbb3e30,36,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0119 (BATCH-05): support; same coordinator, stance-hidden, not independent validation."
TRIAL-002-INTERPRETATION,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=88,1,NCT01114503: n=2로 효능 해석이 불가능하며 dose 이해를 기다리며 종료되었다.,trial_primary_interpretation,Adults primary,Part B - Methylprednisolone,"Number of Participants With at Least One Adverse Event (AE), Serious Adverse Event (SAE), or Drug-related Adverse Event; Number of Participants With Laboratory Clinical Chemistry Abnormalities Meeting the Criteria for Potential Clinical Concern (PCC); Number of Participants With Laboratory Hematology Abnormalities Meeting the Criteria for PCC; Number of Participants With Laboratory Urinalysis Abnormalities Meeting the Criteria for PCC; Number of Participants With Thyroid Function Assessment, Hormone and Glucose Assay Abnormalities Meeting the Criteria for PCC",Posted result timepoint,terminated_uninterpretable,curated interpretation category,767,https://clinicaltrials.gov/study/NCT01114503,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT01114503,Frozen full protocol and posted-results record,A1 official registry,Yes,support,Approved result interpretation retained exactly; caveat: Termination은 명시된 dose-development 사유이며 mechanistic failure로 해석하지 않음.,support,support,NA (no first-pass correction required),final_displayed_blind_support,result_trial_curation_v2.csv,trial_id=NCT01114503; field=primary_interpretation,4be5f2aa06c22ce2687ab86612c6afab15ff7f63aa009e344358477c8fbb3e30,37,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0176 (BATCH-08): support; same coordinator, stance-hidden, not independent validation."
TRIAL-003-INTERPRETATION,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=89,1,NCT01269749: pediatric RAI/ATD 연구지만 posted outcome-measurement row가 없어 efficacy 또는 remission을 추론할 수 없다.,trial_primary_interpretation,Pediatric/special population,NA (no comparator arm identified),Dosimetry Studies,Posted result timepoint,no_posted_efficacy,curated interpretation category,769,https://clinicaltrials.gov/study/NCT01269749,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT01269749,Frozen full protocol and posted-results record,A1 official registry,Yes,support,Approved result interpretation retained exactly; caveat: 등록 결과의 부재는 무효과를 뜻하지 않음.,support,support,NA (no first-pass correction required),final_displayed_blind_support,result_trial_curation_v2.csv,trial_id=NCT01269749; field=primary_interpretation,4be5f2aa06c22ce2687ab86612c6afab15ff7f63aa009e344358477c8fbb3e30,38,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0027 (BATCH-02): support; same coordinator, stance-hidden, not independent validation."
