resolution_id,artifact,artifact_type,location,raw_citation,source_id,resolution_status,reference_occurrence_count,reference_title,data_cut,schema_version
CIT-FINAL-00111,evidence_claims_v2.csv,CSV,row=115;field=source_ids,1,1,resolved,1,Programs - Lycia Therapeutics,2026-09-10,2.0.0
CIT-FINAL-00112,evidence_claims_v2.csv,CSV,row=116;field=source_ids,2,2,resolved,1,Graves Disease · Phase I (2025-524053-14-00) | CTIS.eu,2026-09-10,2.0.0
CIT-FINAL-00113,evidence_claims_v2.csv,CSV,row=117;field=source_ids,2,2,resolved,1,Graves Disease · Phase I (2025-524053-14-00) | CTIS.eu,2026-09-10,2.0.0
CIT-FINAL-00114,evidence_claims_v2.csv,CSV,row=118;field=source_ids,6; 8,6,resolved,1,Pipeline & Programs - Merida Biosciences,2026-09-10,2.0.0
CIT-FINAL-00115,evidence_claims_v2.csv,CSV,row=118;field=source_ids,6; 8,8,resolved,1,OR31-05 Specific and Deep Depletion of anti-TSHR Autoantibodies for the Treatment of Graves’ and Thyroid Eye Disease,2026-09-10,2.0.0
CIT-FINAL-00116,evidence_claims_v2.csv,CSV,row=119;field=source_ids,7; 898,7,resolved,1,NEXUS Study: A Study to Test Single and Multiple Doses of MER511 Given to Adults With Graves' Disease,2026-09-10,2.0.0
CIT-FINAL-00117,evidence_claims_v2.csv,CSV,row=119;field=source_ids,7; 898,898,resolved,1,"A Phase 1, First-in-Human, Placebo-Controlled, Single and Multiple Ascending Dose Study to Evaluate Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Immunogenicity of Intravenous and Subcutaneous Administration of MER511 in Adults With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-00118,evidence_claims_v2.csv,CSV,row=120;field=source_ids,6; 8,6,resolved,1,Pipeline & Programs - Merida Biosciences,2026-09-10,2.0.0
CIT-FINAL-00119,evidence_claims_v2.csv,CSV,row=120;field=source_ids,6; 8,8,resolved,1,OR31-05 Specific and Deep Depletion of anti-TSHR Autoantibodies for the Treatment of Graves’ and Thyroid Eye Disease,2026-09-10,2.0.0
CIT-FINAL-00120,evidence_claims_v2.csv,CSV,row=121;field=source_ids,1; 2,1,resolved,1,Programs - Lycia Therapeutics,2026-09-10,2.0.0
CIT-FINAL-00121,evidence_claims_v2.csv,CSV,row=121;field=source_ids,1; 2,2,resolved,1,Graves Disease · Phase I (2025-524053-14-00) | CTIS.eu,2026-09-10,2.0.0
CIT-FINAL-00122,evidence_claims_v2.csv,CSV,row=122;field=source_ids,7; 898,7,resolved,1,NEXUS Study: A Study to Test Single and Multiple Doses of MER511 Given to Adults With Graves' Disease,2026-09-10,2.0.0
CIT-FINAL-00123,evidence_claims_v2.csv,CSV,row=122;field=source_ids,7; 898,898,resolved,1,"A Phase 1, First-in-Human, Placebo-Controlled, Single and Multiple Ascending Dose Study to Evaluate Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Immunogenicity of Intravenous and Subcutaneous Administration of MER511 in Adults With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-00124,evidence_claims_v2.csv,CSV,row=123;field=source_ids,541; 870; 897; 915,541,resolved,1,GenSci098,2026-09-10,2.0.0
CIT-FINAL-00125,evidence_claims_v2.csv,CSV,row=123;field=source_ids,541; 870; 897; 915,870,resolved,1,"A Phase 1 Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Single and Multiple Ascending Subcutaneous Doses of GenSci098 in TED Patients",2026-09-10,2.0.0
CIT-FINAL-00126,evidence_claims_v2.csv,CSV,row=123;field=source_ids,541; 870; 897; 915,897,resolved,1,"A Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Single Ascending Subcutaneous Dose of GenSci098 in Patients With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-00127,evidence_claims_v2.csv,CSV,row=123;field=source_ids,541; 870; 897; 915,915,resolved,1,"A Randomized, Blinded, Placebo-Controlled, Two-Part, Phase 2 Study to Assess Safety, Tolerability, Pharmacokinetics, and Efficacy of YB-101 in Participants With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-00128,evidence_claims_v2.csv,CSV,row=124;field=source_ids,164; 799,164,resolved,1,"Safety, pharmacokinetics, and potential benefits of TSH-receptor-specific monoclonal autoantibody K1-70TM in Japanese Graves’ disease patients: results of a phase 1 trial",2026-09-10,2.0.0
CIT-FINAL-00129,evidence_claims_v2.csv,CSV,row=124;field=source_ids,164; 799,799,resolved,1,"K1-70 - A Phase I, Single Ascending Intramuscular Dose or Single Ascending Intravenous Dose, Safety, Tolerability, Pharmacokinetic and Pharmacodynamic Study in Subjects With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-00130,evidence_claims_v2.csv,CSV,row=125;field=source_ids,253; 800; 854,253,resolved,1,Antigen-Specific Immunotherapy with Thyrotropin Receptor Peptides in Graves' Hyperthyroidism: A Phase I Study,2026-09-10,2.0.0
CIT-FINAL-00131,evidence_claims_v2.csv,CSV,row=125;field=source_ids,253; 800; 854,800,resolved,1,"Safety and Proof of Principle Study of ATX-GD-59 in Male and Female Subjects With Graves' Disease Not Currently Treated With Anti-thyroid Therapy: An Open Label Study, With an Upward Titration Over Five Dose Levels Administered by Intradermal Injection",2026-09-10,2.0.0
CIT-FINAL-00132,evidence_claims_v2.csv,CSV,row=125;field=source_ids,253; 800; 854,854,resolved,1,"A Double-blind, Placebo-controlled, Phase 2 Dose-range Study to Assess the Efficacy and Safety of WP1302 in Preventing Disease Relapse Following Methimazole Withdrawal in Subjects With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-00133,evidence_claims_v2.csv,CSV,row=126;field=source_ids,619; 913,619,resolved,1,NCT07622368,2026-09-10,2.0.0
CIT-FINAL-00134,evidence_claims_v2.csv,CSV,row=126;field=source_ids,619; 913,913,resolved,1,"A Phase I Clinical Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of Single and Multiple Ascending Doses of IBI3031 in Participants With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00135,evidence_claims_v2.csv,CSV,row=127;field=source_ids,854,854,resolved,1,"A Double-blind, Placebo-controlled, Phase 2 Dose-range Study to Assess the Efficacy and Safety of WP1302 in Preventing Disease Relapse Following Methimazole Withdrawal in Subjects With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-00136,evidence_claims_v2.csv,CSV,row=128;field=source_ids,815,815,resolved,1,Anti-VEGF Therapy for Acute Thyroid Eye Disease (AcTED Study),2026-09-10,2.0.0
CIT-FINAL-00137,evidence_claims_v2.csv,CSV,row=129;field=source_ids,884; 893,884,resolved,1,The Efficacy and Safety of Allogenic Anti-CD19 CAR-T Cell Therapy for Refractory Graves' Disease,2026-09-10,2.0.0
CIT-FINAL-00138,evidence_claims_v2.csv,CSV,row=129;field=source_ids,884; 893,893,resolved,1,The Safety and Efficacy of Allogenic Anti-CD19/BCMA CAR-T Cell Therapy for Refractory Graves' Disease,2026-09-10,2.0.0
CIT-FINAL-00139,evidence_claims_v2.csv,CSV,row=130;field=source_ids,862; 903,862,resolved,1,"A Phase 1/2, Randomized, Double-Masked, Placebo-Controlled, Multicenter Study to Assess the Safety, Pharmacokinetics, and Efficacy of AMG 732 in Healthy Subjects and Subjects With Moderate-to-Severe Active Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00140,evidence_claims_v2.csv,CSV,row=130;field=source_ids,862; 903,903,resolved,1,"An Open-label, Rollover Study for Participants With Thyroid Eye Disease Previously Enrolled in Amgen-sponsored AMG 732 Studies and Are Primary Proptosis Non-responders or Who Relapsed During the Safety Follow-up",2026-09-10,2.0.0
CIT-FINAL-00141,evidence_claims_v2.csv,CSV,row=131;field=source_ids,253; 800; 854,253,resolved,1,Antigen-Specific Immunotherapy with Thyrotropin Receptor Peptides in Graves' Hyperthyroidism: A Phase I Study,2026-09-10,2.0.0
CIT-FINAL-00142,evidence_claims_v2.csv,CSV,row=131;field=source_ids,253; 800; 854,800,resolved,1,"Safety and Proof of Principle Study of ATX-GD-59 in Male and Female Subjects With Graves' Disease Not Currently Treated With Anti-thyroid Therapy: An Open Label Study, With an Upward Titration Over Five Dose Levels Administered by Intradermal Injection",2026-09-10,2.0.0
CIT-FINAL-00143,evidence_claims_v2.csv,CSV,row=131;field=source_ids,253; 800; 854,854,resolved,1,"A Double-blind, Placebo-controlled, Phase 2 Dose-range Study to Assess the Efficacy and Safety of WP1302 in Preventing Disease Relapse Following Methimazole Withdrawal in Subjects With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-00144,evidence_claims_v2.csv,CSV,row=132;field=source_ids,683; 812; 813; 824; 836; 837; 838; 843,683,resolved,1,OR31-08 The FcRn Inhibitor Batoclimab Rapidly Normalizes Thyroid Function and Improves Clinical Outcomes in Graves’ Disease,2026-09-10,2.0.0
CIT-FINAL-00145,evidence_claims_v2.csv,CSV,row=132;field=source_ids,683; 812; 813; 824; 836; 837; 838; 843,812,resolved,1,"A Phase 2a, Multicenter, Open-Label Study of RVT-1401 for the Treatment of Patients With Moderate to Severe Active Graves' Ophthalmopathy",2026-09-10,2.0.0
CIT-FINAL-00146,evidence_claims_v2.csv,CSV,row=132;field=source_ids,683; 812; 813; 824; 836; 837; 838; 843,813,resolved,1,"ASCEND GO-2: A Phase 2b, Multicenter, Randomized, Double-blind, Placebo-controlled Study of RVT-1401 for the Treatment of Patients With Active, Moderate to Severe Graves' Ophthalmopathy",2026-09-10,2.0.0
CIT-FINAL-00147,evidence_claims_v2.csv,CSV,row=132;field=source_ids,683; 812; 813; 824; 836; 837; 838; 843,824,resolved,1,"A Randomized, Double-blind, Placebo-controlled, Phase 2/3 Operational Seamless Design Clinical Study to Evaluate the Efficacy and Safety of HBM9161 Subcutaneous Injection in Chinese Patients With Active, Moderate to Severe Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00148,evidence_claims_v2.csv,CSV,row=132;field=source_ids,683; 812; 813; 824; 836; 837; 838; 843,836,resolved,1,"A Phase 3, Multi-center, Randomized, Quadruple-masked, Placebo-controlled Study of Batoclimab for the Treatment of Participants With Active Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00149,evidence_claims_v2.csv,CSV,row=132;field=source_ids,683; 812; 813; 824; 836; 837; 838; 843,837,resolved,1,An Open-label Extension Study for Participants Who Completed Study IMVT-1401-3201 or Study IMVT-1401-3202 to Assess the Efficacy and Safety of Batoclimab for the Treatment of Thyroid Eye Disease (TED),2026-09-10,2.0.0
CIT-FINAL-00150,evidence_claims_v2.csv,CSV,row=132;field=source_ids,683; 812; 813; 824; 836; 837; 838; 843,838,resolved,1,"A Phase 3, Multi-center, Randomized, Quadruple-masked, Placebo-controlled Study of Batoclimab for the Treatment of Participants With Active Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00151,evidence_claims_v2.csv,CSV,row=132;field=source_ids,683; 812; 813; 824; 836; 837; 838; 843,843,resolved,1,"IMVT-1401-2501: A Proof-of-Concept, Open-label Study to Assess the Safety and Efficacy of Batoclimab in Participants With Graves' Disease (GD)",2026-09-10,2.0.0
CIT-FINAL-00152,evidence_claims_v2.csv,CSV,row=133;field=source_ids,879; 914,879,resolved,1,An Open-Label Biomarker Study of BHV-1300 in Graves' Disease,2026-09-10,2.0.0
CIT-FINAL-00153,evidence_claims_v2.csv,CSV,row=133;field=source_ids,879; 914,914,resolved,1,"A Phase 3, Double-blind, Multicenter, Randomized, Placebo-Controlled Study to Evaluate the Efficacy, Safety and Tolerability of BHV-1300 in the Treatment of Adults With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-00154,evidence_claims_v2.csv,CSV,row=134;field=source_ids,798,798,resolved,1,An Open Label Trial of Celecoxib in the Treatment of Mild Thyroid Eye Disease,2026-09-10,2.0.0
CIT-FINAL-00155,evidence_claims_v2.csv,CSV,row=135;field=source_ids,564; 645; 909,564,resolved,1,"UCB to acquire Candid Therapeutics, building upon its existing immunology pipeline with novel T-cell engagers | UCB",2026-09-10,2.0.0
CIT-FINAL-00156,evidence_claims_v2.csv,CSV,row=135;field=source_ids,564; 645; 909,645,resolved,1,"UCB completes acquisition of Candid Therapeutics, strengthening next generation immunology pipeline | UCB",2026-09-10,2.0.0
CIT-FINAL-00157,evidence_claims_v2.csv,CSV,row=135;field=source_ids,564; 645; 909,909,resolved,1,"A Phase 1b, Open-Label, Multicenter Study Evaluating the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, Immunogenicity, and Preliminary Clinical Activity of Cizutamig in Patients With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00158,evidence_claims_v2.csv,CSV,row=136;field=source_ids,857; 858; 906; 908,857,resolved,1,"A Phase 3, Randomized, Double-Masked, Placebo-Controlled, Multicenter Study to Evaluate the Efficacy, Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Immunogenicity of Efgartigimod PH20 SC Administered by Prefilled Syringe in Adult Participants With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00159,evidence_claims_v2.csv,CSV,row=136;field=source_ids,857; 858; 906; 908,858,resolved,1,"A Phase 3, Randomized, Double-Masked, Placebo-Controlled, Multicenter Study to Evaluate the Efficacy, Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Immunogenicity of Efgartigimod PH20 SC Administered by Prefilled Syringe in Adult Participants With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00160,evidence_claims_v2.csv,CSV,row=136;field=source_ids,857; 858; 906; 908,906,resolved,1,"A Phase 3, Randomized, Double-Masked, Placebo-Controlled, Multicenter Study Evaluating the Efficacy and Safety of Efgartigimod PH20 SC PFS in Adult Participants With Graves' Disease Inadequately Controlled With Antithyroid Drugs",2026-09-10,2.0.0
CIT-FINAL-00161,evidence_claims_v2.csv,CSV,row=136;field=source_ids,857; 858; 906; 908,908,resolved,1,"A Phase 3, Randomized, Double-Masked, Placebo-Controlled, Multicenter Study Evaluating the Efficacy and Safety of Efgartigimod PH20 SC PFS in Adult Participants With Graves' Disease Inadequately Controlled With Antithyroid Drugs",2026-09-10,2.0.0
CIT-FINAL-00162,evidence_claims_v2.csv,CSV,row=137;field=source_ids,918,918,resolved,1,"A Placebo-Controlled, Multicenter, Randomized Phase 2 Trial Evaluating the Efficacy and Safety of Felzartamab Compared to Placebo in Adult Participants With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-00163,evidence_claims_v2.csv,CSV,row=138;field=source_ids,541; 870; 897; 915,541,resolved,1,GenSci098,2026-09-10,2.0.0
CIT-FINAL-00164,evidence_claims_v2.csv,CSV,row=138;field=source_ids,541; 870; 897; 915,870,resolved,1,"A Phase 1 Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Single and Multiple Ascending Subcutaneous Doses of GenSci098 in TED Patients",2026-09-10,2.0.0
CIT-FINAL-00165,evidence_claims_v2.csv,CSV,row=138;field=source_ids,541; 870; 897; 915,897,resolved,1,"A Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Single Ascending Subcutaneous Dose of GenSci098 in Patients With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-00166,evidence_claims_v2.csv,CSV,row=138;field=source_ids,541; 870; 897; 915,915,resolved,1,"A Randomized, Blinded, Placebo-Controlled, Two-Part, Phase 2 Study to Assess Safety, Tolerability, Pharmacokinetics, and Efficacy of YB-101 in Participants With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-00167,evidence_claims_v2.csv,CSV,row=139;field=source_ids,900,900,resolved,1,A Safety and Efficacy Study of in Vivo CAR-T (HN2301) for Refractory Graves' Disease,2026-09-10,2.0.0
CIT-FINAL-00168,evidence_claims_v2.csv,CSV,row=140;field=source_ids,828,828,resolved,1,A Randomized Controlled Trial on the Effect of Hydroxychloroquine in Mild Graves' Orbitopathy,2026-09-10,2.0.0
CIT-FINAL-00169,evidence_claims_v2.csv,CSV,row=141;field=source_ids,619; 913,619,resolved,1,NCT07622368,2026-09-10,2.0.0
CIT-FINAL-00170,evidence_claims_v2.csv,CSV,row=141;field=source_ids,619; 913,913,resolved,1,"A Phase I Clinical Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of Single and Multiple Ascending Doses of IBI3031 in Participants With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00171,evidence_claims_v2.csv,CSV,row=142;field=source_ids,842; 851; 856; 866; 883; 886; 887; 888,842,resolved,1,"A Multicenter, Randomized, Double-masked, Placebo-controlled Phase II/III Study Evaluating the Efficacy and Safety of IBI311 in Subjects With Active Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00172,evidence_claims_v2.csv,CSV,row=142;field=source_ids,842; 851; 856; 866; 883; 886; 887; 888,851,resolved,1,"A Multicenter, Open-label Extension Study Evaluating the Efficacy and Safety of IBI311 in Subjects With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00173,evidence_claims_v2.csv,CSV,row=142;field=source_ids,842; 851; 856; 866; 883; 886; 887; 888,856,resolved,1,"An Exploratory Study of the Efficacy and Safety of IBI311, a Modified Anti-IGF-1R Antibody, in Patients With Steroid-resistant, Thyroid Associated Ophthalmopathy",2026-09-10,2.0.0
CIT-FINAL-00174,evidence_claims_v2.csv,CSV,row=142;field=source_ids,842; 851; 856; 866; 883; 886; 887; 888,866,resolved,1,"A Multicenter, Randomized, Double-Masked Phase II Study Evaluating the Efficacy and Safety of IBI311 in Subjects With Inactive or Active Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00175,evidence_claims_v2.csv,CSV,row=142;field=source_ids,842; 851; 856; 866; 883; 886; 887; 888,883,resolved,1,"A Multicenter, Randomized, Double-masked, Placebo-controlled Phase III Clinical Study to Evaluate the Efficacy and Safety of IBI311 in Subjects With Inactive Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00176,evidence_claims_v2.csv,CSV,row=142;field=source_ids,842; 851; 856; 866; 883; 886; 887; 888,886,resolved,1,The Safety and Efficacy of Sequential Hormone Therapy and IBI311 Therapy in Patients With Active Moderate to Severe TAO in the Initial Treatment.,2026-09-10,2.0.0
CIT-FINAL-00177,evidence_claims_v2.csv,CSV,row=142;field=source_ids,842; 851; 856; 866; 883; 886; 887; 888,887,resolved,1,Efficacy and Safety of Sequential Hormone Therapy and Tetuzumab Therapy in Patients With Moderate to Severe TAO in the Active Stage After Glucocorticoid Treatment,2026-09-10,2.0.0
CIT-FINAL-00178,evidence_claims_v2.csv,CSV,row=142;field=source_ids,842; 851; 856; 866; 883; 886; 887; 888,888,resolved,1,Evaluation of the Efficacy and Safety Observation of IBI311 Treatment in Patients With Inactive TAO,2026-09-10,2.0.0
CIT-FINAL-00179,evidence_claims_v2.csv,CSV,row=143;field=source_ids,875; 882; 896,875,resolved,1,"A Randomized, Double-Blind, Placebo-Controlled, Phase 2b Study to Assess the Efficacy, Safety, and Tolerability of IMVT-1402 as Treatment for Adult Patients With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-00180,evidence_claims_v2.csv,CSV,row=143;field=source_ids,875; 882; 896,882,resolved,1,"A Randomized, Double-Blind, Placebo-Controlled, Phase 2b Study to Assess the Efficacy, Safety, and Tolerability of IMVT-1402 as Treatment for Adult Patients With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-00181,evidence_claims_v2.csv,CSV,row=143;field=source_ids,875; 882; 896,896,resolved,1,"A Long-Term Extension Study to Assess the Efficacy, Safety, and Tolerability of IMVT-1402 in Adult Patients With Graves' Disease",2026-09-10,2.0.0
