raw_occurrence_id,trial_id,registry_intervention_type,raw_intervention,raw_other_names,raw_description,raw_arm_labels,component_index,canonical_asset,aliases,role,asset_scope,target,mechanism_class,pipeline_inclusion,exclusion_reason,source_id,mapping_confidence,manual_review_status
NCT07152366-152,NCT07152366,DRUG,Glucocorticoids,NR (none reported),500mg methylprednisolone was intravenously injected once a day for 3 consecutive days. The next treatment was carried out with an interval of 2 weeks for a total of 8 times.,GC<6g : Glucocorticoid,1,Methylprednisolone,Glucocorticoids,standard of care,standard of care,Glucocorticoid receptor,Glucocorticoid immunomodulation,No,Managed in SoC table,ClinicalTrials.gov; NCT07152366,high,PASS_CURATED_RULE
NCT07152392-302,NCT07152392,DRUG,IBI311,NR (none reported),IBI311 is a fully human anti-IGF-1R mAb. IBI311 will be provided in single-dose 500-mg glass vials as a Injection solution containing.,IBI311,1,IBI311,NR (no additional alias),active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07152392,high,PASS_CURATED_RULE
NCT07152392-303,NCT07152392,OTHER,Follew-up,NR (none reported),recived follow-up every six months,Follow-up,1,Non-interventional registry entry,Follew-up,non-therapeutic/device,diagnostic/non-therapeutic,NA,No therapeutic intervention,No,Registry artefact/non-interventional entry,ClinicalTrials.gov; NCT07152392,high,PASS_CURATED_RULE
NCT07155668-067,NCT07155668,DRUG,VRDN-003,NR (none reported),"VRDN-003 is an investigational, subcutaneously administered, humanized monoclonal antibody directed against the Insulin-like Growth Factor-1 receptor (IGF-1R).",VRDN-003 every 4 weeks using autoinjector | VRDN-003 every 8 weeks using autoinjector | VRDN-003 every 8 weeks using vial and syringe,1,VRDN-003,NR (no additional alias),active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07155668,high,PASS_CURATED_RULE
NCT07155668-068,NCT07155668,DEVICE,Autoinjector,NR (none reported),"The autoinjector is a single-dose, disposable, ready-to-use delivery device",VRDN-003 every 4 weeks using autoinjector | VRDN-003 every 8 weeks using autoinjector,1,Autoinjector device,Autoinjector,non-therapeutic/device,diagnostic/non-therapeutic,NA,Delivery device,No,"Device, not active asset",ClinicalTrials.gov; NCT07155668,high,PASS_CURATED_RULE
NCT07164079-179,NCT07164079,DIETARY_SUPPLEMENT,blackberry root,NR (none reported),"Patients in the intervention group will receive a Rubus Sanctus root extract, which they will consume with breakfast for 8 weeks. The tea will be packaged as 5 grams of Rubus Sanctus root and steeped in 200 ml of water at 80°C for 5 minutes. Participants in the intervention group will receive the Rubus Sanctus root tea along with the necessary equipment (a 200 ml beaker and thermometer). Measurements of TSH, T4, T3, anti-TPO, anti-TG, TSH receptor antibodies, liver function tests, thyroid parenchymal echogenicity, and thyroid volume will be taken at the Endocrinology and Metabolic Diseases Clinic of Muğla Training and Research Hospital before and after the study.",Blackberry root group,1,Black tea/blackberry root,blackberry root,adjunct/supportive,adjunct/supportive,Not established,Nutritional/herbal adjunct,No,Adjunct/supportive intervention,ClinicalTrials.gov; NCT07164079,high,PASS_CURATED_RULE
NCT07164079-180,NCT07164079,DIETARY_SUPPLEMENT,black tea,NR (none reported),"Patients with Graves' disease assigned to the control group will be asked to consume black tea (Camellia sinensis) with their breakfast for 8 weeks. Black tea is a product consumed almost daily in Turkish society. Black tea will be prepared in 5-g doses and steeped in 200 ml of water at 80°C for 5 minutes. Participants in the control group will be provided with black tea bags along with the necessary equipment (a 200 ml beaker and thermometer). TSH, T4, T3, anti-TPO, anti-TG, TSH receptor antibody, liver function tests, thyroid parenchymal echogenicity, and thyroid volume will be obtained before and after the study at the Endocrinology and Metabolic Diseases Clinic of Muğla Training and Research Hospital.",Black Tea group,1,Black tea/blackberry root,black tea,adjunct/supportive,adjunct/supportive,Not established,Nutritional/herbal adjunct,No,Adjunct/supportive intervention,ClinicalTrials.gov; NCT07164079,high,PASS_CURATED_RULE
NCT07211776-200,NCT07211776,DRUG,ZL-1109 (VRDN-003),NR (none reported),ZL-1109 subcutaneous injection,OLE treatment period: ZL-1109 every 4 weeks | Randomized controlled period: ZL-1109 every 4 weeks | Randomized controlled period: ZL-1109 every 8 weeks,1,VRDN-003,ZL-1109 (VRDN-003),active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07211776,high,PASS_CURATED_RULE
NCT07211776-201,NCT07211776,DRUG,Placebo,NR (none reported),Matching placebo subcutaneous injection,Randomized controlled period: Placebo every 4 weeks | Randomized controlled period: ZL-1109 every 8 weeks,1,Placebo,NR (no additional alias),comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT07211776,high,PASS_CURATED_RULE
NCT07257185-111,NCT07257185,DRUG,MHB018A injection,NR (none reported),MHB018A 450mg for subcutaneous injection once every 4 weeks (Q4W),MHB018A Injection,1,MHB018A,MHB018A injection,active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07257185,high,PASS_CURATED_RULE
NCT07257185-112,NCT07257185,DRUG,MHB018A injection Placebo,NR (none reported),6 subcutaneous injections of MHB018A placebo once every 4 weeks (q4w),MHB018A Injection Placebo,1,Placebo,MHB018A injection Placebo,comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT07257185,high,PASS_CURATED_RULE
NCT07261345-297,NCT07261345,BIOLOGICAL,allogenic anti-CD19/BCMA CAR-T,NR (none reported),Participants will receive a single infusion of allogenic anti-CD19/BCMA CAR-T (RD06-05).,Intervention Arm,1,Allogeneic CD19/BCMA CAR-T,allogenic anti-CD19/BCMA CAR-T,active/intervention,pipeline/approved asset,CD19/BCMA,CD19/BCMA-directed CAR-T,Yes,NA (included),ClinicalTrials.gov; NCT07261345,high,PASS_CURATED_RULE
NCT07262476-174,NCT07262476,DRUG,MHB018A injection,NR (none reported),MHB018A 450mg for subcutaneous injection once every 4 weeks (Q4W),MHB018A Injection,1,MHB018A,MHB018A injection,active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07262476,high,PASS_CURATED_RULE
NCT07265258-260,NCT07265258,BIOLOGICAL,Teprotumumab N01,NR (none reported),"A total of 8 intravenous infusions of Teprotumumab N01 injection will be administered: 10 mg/kg on Day1, followed by 20 mg/kg in Week3-21, once every 3 weeks(Q3W).",Teprotumumab N01 group,1,Teprotumumab,Teprotumumab N01,active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07265258,high,PASS_CURATED_RULE
NCT07265258-261,NCT07265258,DRUG,Methylprednisolone,NR (none reported),"A total of 12 intravenous infusions of methylprednisolone will be administered: 500 mg for the first six doses (on Day 1 and weekly throughout Weeks 1-5), and then 250 mg for the following six doses (weekly throughout Weeks 6-11). Based on disease deterioration and treatment response, participants will receive individualized treatment after IVGC therapy.",Intravenous glucocorticoid (IVGC) group,1,Methylprednisolone,NR (no additional alias),standard of care,standard of care,Glucocorticoid receptor,Glucocorticoid immunomodulation,No,Managed in SoC table,ClinicalTrials.gov; NCT07265258,high,PASS_CURATED_RULE
NCT07286006-247,NCT07286006,DRUG,IMVT-1402,NR (none reported),Dose 1 for up to 52 weeks,Group A,1,IMVT-1402,NR (no additional alias),active/intervention,pipeline/approved asset,FcRn,FcRn inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07286006,high,PASS_CURATED_RULE
NCT07286656-117,NCT07286656,DRUG,GenSci098,NR (none reported),"* Administration: Only one dose of GenSci098 will be given.
* Route of Administration: Subcutaneous (injected under the skin).
* Dose Levels: • Dose 1 • Dose 2• Dose 3• Dose 4",GenSci098,1,GenSci098 / YB-101,GenSci098,active/intervention,pipeline/approved asset,TSHR,TSHR blockade/antagonism,Yes,NA (included),ClinicalTrials.gov; NCT07286656,high,PASS_CURATED_RULE
NCT07305818-136,NCT07305818,BIOLOGICAL,MER511 (IV),NR (none reported),Participants will receive a single dose of MER511 on Day 1,Part A (SAD) MER511 IV,1,MER511,MER511 (IV),active/intervention,pipeline/approved asset,anti-TSHR autoantibodies/cognate B cells,Direct anti-TSHR autoantibody clearance and source suppression,Yes,NA (included),ClinicalTrials.gov; NCT07305818,high,PASS_CURATED_RULE
NCT07305818-137,NCT07305818,BIOLOGICAL,Placebo comparator (IV),NR (none reported),Participants will receive a single dose of Placebo on Day 1,Part A (SAD) placebo IV,1,Placebo,Placebo comparator (IV),comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT07305818,high,PASS_CURATED_RULE
NCT07305818-138,NCT07305818,BIOLOGICAL,MER511 (SC),NR (none reported),Participants will receive a single dose of MER511 on Day 1,Part A (SAD) MER511 SC,1,MER511,MER511 (SC),active/intervention,pipeline/approved asset,anti-TSHR autoantibodies/cognate B cells,Direct anti-TSHR autoantibody clearance and source suppression,Yes,NA (included),ClinicalTrials.gov; NCT07305818,high,PASS_CURATED_RULE
NCT07305818-139,NCT07305818,BIOLOGICAL,Placebo comparator (SC),NR (none reported),Participants will receive a single dose of Placebo on Day 1,Part A (SAD) placebo SC,1,Placebo,Placebo comparator (SC),comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT07305818,high,PASS_CURATED_RULE
NCT07305818-140,NCT07305818,BIOLOGICAL,MER511 (SC) for MAD,NR (none reported),Participants will receive multiple ascending doses of MER511 via SC administration assigned for their cohort on Day 1 and Day 29,Part B (MAD) MER511 SC,1,MER511,MER511 (SC) for MAD,active/intervention,pipeline/approved asset,anti-TSHR autoantibodies/cognate B cells,Direct anti-TSHR autoantibody clearance and source suppression,Yes,NA (included),ClinicalTrials.gov; NCT07305818,high,PASS_CURATED_RULE
NCT07305818-141,NCT07305818,BIOLOGICAL,Placebo comparator (SC) for MAD,NR (none reported),Participants will receive multiple doses of placebo via SC administration assigned for their cohort on Day 1 and Day 29,- Part B (MAD) placebo SC,1,Placebo,Placebo comparator (SC) for MAD,comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT07305818,high,PASS_CURATED_RULE
NCT07308964-105,NCT07308964,DRUG,Teprotumumab Injection [Tepezza],NR (none reported),"As a standard of care Teprotumumab is administered intravenously every 3 weeks for a total of 8 infusions (24 weeks).

In the Shortened Arm participants receive a total of 4 infusions (12 weeks) provided they met the ""Early Optimal Clinical Response"" criteria at Week 12.",Shortened Treatment | Standard of Care,1,Teprotumumab,Teprotumumab Injection [Tepezza],active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07308964,high,PASS_CURATED_RULE
NCT07333677-153,NCT07333677,BIOLOGICAL,In Vivo CAR-T Therapy,HN2301,"Participants will receive 3 to 5 intravenous administrations of HN2301, given once every 2 days, according to the study dosing regimen.",In Vivo CAR-T Therapy for Refractory Graves' Disease,1,HN2301 in-vivo CAR-T,In Vivo CAR-T Therapy | HN2301,active/intervention,pipeline/approved asset,CD19/BCMA,In-vivo CD19/BCMA-directed CAR-T,Yes,NA (included),ClinicalTrials.gov; NCT07333677,high,PASS_CURATED_RULE
NCT07369063-300,NCT07369063,DRUG,"Ergocalciferol 50,000 IU",NR (none reported),"Participants will receive ergocalciferol 50,000 IU oral capsules weekly for the first 8 weeks, followed by 50,000 IU every two weeks for the subsequent 16 weeks (total 24 weeks).",High-Dose Vitamin D2 + Methimazole,1,Vitamin D/alfacalcidol,"Ergocalciferol 50,000 IU",adjunct/supportive,adjunct/supportive,Vitamin D receptor pathway,Vitamin D supplementation,No,Adjunct/supportive intervention,ClinicalTrials.gov; NCT07369063,high,PASS_CURATED_RULE
NCT07369063-301,NCT07369063,DRUG,Methimazole,NR (none reported),Methimazole is considered standard of care for pediatric Graves' disease. Dosing is determined and adjusted by the participant's treating physician,High-Dose Vitamin D2 + Methimazole | Methimazole (with optional low dose Vitamin D2),1,Methimazole / antithyroid drug,Methimazole,standard of care,standard of care,Thyroid peroxidase,Antithyroid drug,No,Managed in SoC table,ClinicalTrials.gov; NCT07369063,high,PASS_CURATED_RULE
NCT07400757-278,NCT07400757,DRUG,Atorvastatin (Lipitor),NR (none reported),Oral atorvastatin 20 mg administered once daily for 24 weeks.,Statin | Statin plus Vitamin D,1,Statin,Atorvastatin (Lipitor),adjunct/supportive,adjunct/supportive,HMG-CoA reductase/pleiotropic pathways,Statin/pleiotropic anti-inflammatory,No,Adjunct/repurposing evidence; not core pipeline,ClinicalTrials.gov; NCT07400757,high,PASS_CURATED_RULE
NCT07400757-279,NCT07400757,DIETARY_SUPPLEMENT,Vitamin D,NR (none reported),Oral vitamin D supplementation at a dose of 1400 IU administered once daily for 24 weeks.,Statin plus Vitamin D | Vitamin D,1,Vitamin D/alfacalcidol,Vitamin D,adjunct/supportive,adjunct/supportive,Vitamin D receptor pathway,Vitamin D supplementation,No,Adjunct/supportive intervention,ClinicalTrials.gov; NCT07400757,high,PASS_CURATED_RULE
NCT07438405-090,NCT07438405,DRUG,AMG 732,NR (none reported),AMG 732 will be administered SC.,AMG 732,1,AMG 732,NR (no additional alias),active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07438405,high,PASS_CURATED_RULE
NCT07462130-256,NCT07462130,DRUG,NTB003,NR (none reported),NTB003 dose 1 administered SC injection every 4 weeks.,Cohort 1,1,NTB003 / BCG009,NTB003,active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07462130,high,PASS_CURATED_RULE
NCT07462130-257,NCT07462130,DRUG,NTB003,NR (none reported),NTB003 dose 2 administered SC injection every 4 weeks.,Cohort 2,1,NTB003 / BCG009,NTB003,active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07462130,high,PASS_CURATED_RULE
NCT07462130-258,NCT07462130,DRUG,NTB003,NR (none reported),NTB003 dose 3 administered SC injection every 4 weeks.,Cohort 3,1,NTB003 / BCG009,NTB003,active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07462130,high,PASS_CURATED_RULE
NCT07462130-259,NCT07462130,DRUG,NTB003 and Placebo,NR (none reported),"Drug:NTB003 subcutaneous injection

Drug: Placebo subcutaneous injection",Cohort 4,1,NTB003 / BCG009,NTB003 and Placebo,active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07462130,high,PASS_CURATED_RULE
NCT07462130-259,NCT07462130,DRUG,NTB003 and Placebo,NR (none reported),"Drug:NTB003 subcutaneous injection

Drug: Placebo subcutaneous injection",Cohort 4,2,Placebo,NTB003 and Placebo,comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT07462130,high,PASS_CURATED_RULE
NCT07547930-190,NCT07547930,DRUG,Tofacitinib,NR (none reported),5 mg tablet administered orally twice daily (BID) for a continuous period of 24 weeks.,Tofacitinib Treatment Group,1,Tofacitinib,NR (no additional alias),active/intervention,pipeline/approved asset,JAK family,JAK inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07547930,high,PASS_CURATED_RULE
NCT07570316-009,NCT07570316,BIOLOGICAL,Efgartigimod PH20 SC,NR (none reported),Subcutaneous injection of Efgartigimod PH20 Via Prefilled Syringe (PFS),Part A - efgartigimod PH20 SC PFS | Part B - efgartigimod PH20 SC PFS | Part C - efgartigimod PH20 SC PFS,1,Efgartigimod PH20 SC,NR (no additional alias),active/intervention,pipeline/approved asset,FcRn,FcRn inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07570316,high,PASS_CURATED_RULE
NCT07570316-010,NCT07570316,OTHER,Placebo PH20 SC,NR (none reported),Subcutaneous injection of placebo PH20 via Prefilled Syringe (PFS),Part A - placebo PH20 SC PFS | Part B - placebo PH20 SC PFS,1,Placebo,Placebo PH20 SC,comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT07570316,high,PASS_CURATED_RULE
NCT07594912-263,NCT07594912,DRUG,Teprotumumab N01,Teprotumumab | Insulin-like growth factor-1 receptor monoclonal antibody | IGF-1R inhibitor,"Teprotumumab N01 will be administered intravenously after urgent orbital decompression. The first infusion will be 10 mg/kg, followed by 20 mg/kg every 3 weeks for 7 additional infusions.",Postoperative Sequential Teprotumumab N01,1,Teprotumumab,Teprotumumab N01 | Insulin-like growth factor-1 receptor monoclonal antibody | IGF-1R inhibitor,active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07594912,high,PASS_CURATED_RULE
NCT07594912-264,NCT07594912,DRUG,Intravenous Methylprednisolone (IVMP),Methylprednisolone | Methylprednisolone sodium succinate | Intravenous methylprednisolone pulse therapy | IVMP,"IVMP will be administered after urgent orbital decompression at 0.5 to 1.0 g per day for 3 consecutive days, followed by oral prednisone tapering according to the participant's clinical status and investigator judgment.",Postoperative Sequential Intravenous Methylprednisolone,1,Methylprednisolone,Intravenous Methylprednisolone (IVMP) | Methylprednisolone sodium succinate | Intravenous methylprednisolone pulse therapy | IVMP,standard of care,standard of care,Glucocorticoid receptor,Glucocorticoid immunomodulation,No,Managed in SoC table,ClinicalTrials.gov; NCT07594912,high,PASS_CURATED_RULE
NCT07596849-196,NCT07596849,BIOLOGICAL,efgartigimod PH20 SC,NR (none reported),Subcutaneous injection of Efgartigimod PH20 Via Prefilled Syringe (PFS),Part A - efgartigimod PH20 SC PFS | Part B - efgartigimod PH20 SC PFS | Part C - efgartigimod PH20 SC PFS,1,Efgartigimod PH20 SC,NR (no additional alias),active/intervention,pipeline/approved asset,FcRn,FcRn inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07596849,high,PASS_CURATED_RULE
NCT07596849-197,NCT07596849,OTHER,Placebo PH20 SC,NR (none reported),Subcutaneous injection of placebo PH20 via Prefilled Syringe (PFS),Part A - placebo PH20 SC PFS | Part B - placebo PH20 SC PFS,1,Placebo,Placebo PH20 SC,comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT07596849,high,PASS_CURATED_RULE
NCT07597200-168,NCT07597200,DRUG,Cizutamig will be dosed according to the protocol.,NR (none reported),CND106,Cizutamig,1,Cizutamig (CND106),Cizutamig will be dosed according to the protocol.,active/intervention,pipeline/approved asset,BCMA×CD3,Plasma-cell/B-lineage depletion,Yes,NA (included),ClinicalTrials.gov; NCT07597200,high,PASS_CURATED_RULE
NCT07620405-045,NCT07620405,DRUG,MHB018A injection,NR (none reported),MHB018A 450mg for subcutaneous injection once every 4 weeks (Q4W),MHB018A Injection,1,MHB018A,MHB018A injection,active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07620405,high,PASS_CURATED_RULE
NCT07622108-030,NCT07622108,DRUG,MHB018A,NR (none reported),MHB018A 450mg for subcutaneous injection once every 4 weeks (Q4W),MHB018A,1,MHB018A,NR (no additional alias),active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07622108,high,PASS_CURATED_RULE
NCT07622108-031,NCT07622108,DRUG,MHB018A placebo,NR (none reported),6 subcutaneous injections of MHB018A placebo once every 4 weeks (q4w),MHB018A Placebo,1,Placebo,MHB018A placebo,comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT07622108,high,PASS_CURATED_RULE
NCT07622121-048,NCT07622121,DRUG,MHB018A injection,NR (none reported),MHB018A 450mg for subcutaneous injection once every 4 weeks (Q4W),MHB018A Injection,1,MHB018A,MHB018A injection,active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07622121,high,PASS_CURATED_RULE
NCT07622121-049,NCT07622121,DRUG,MHB018A injection Placebo,NR (none reported),6 subcutaneous injections of MHB018A placebo once every 4 weeks (q4w),MHB018A Injection Placebo,1,Placebo,MHB018A injection Placebo,comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT07622121,high,PASS_CURATED_RULE
NCT07622368-290,NCT07622368,DRUG,IBI3031,NR (none reported),subcutaneous injection or intravenous infusion.,MAD Dose 1- IBI3031A101 Treatment Group | MAD Dose 2- IBI3031A101 Treatment Group | MAD Dose 3- IBI3031A101 Treatment Group | SAD Dose 1 - IBI3031A101 Treatment Group | SAD Dose 2 - IBI3031A101 Treatment Group | SAD Dose 3 - IBI3031A101 Treatment Group | SAD Dose 4 - IBI3031A101 Treatment Group | SAD Dose 5 - IBI3031A101 Treatment Group,1,IBI3031,NR (no additional alias),active/intervention,pipeline/approved asset,IGF-1R and TSHR,Dual IGF-1R/TSHR blockade,Yes,NA (included),ClinicalTrials.gov; NCT07622368,high,PASS_CURATED_RULE
NCT07622368-291,NCT07622368,DRUG,placebo,NR (none reported),subcutaneous injection or intravenous infusion.,MAD Dose 1 - Placebo Control Group | MAD Dose 2 - Placebo Control Group | MAD Dose 3 - Placebo Control Group | SAD - Dose 1 - Placebo Control Group | SAD - Dose 2 - Placebo Control Group | SAD Dose 3 - Placebo Control Group | SAD Dose 4 - Placebo Control Group | SAD Dose 5 - Placebo Control Group,1,Placebo,NR (no additional alias),comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT07622368,high,PASS_CURATED_RULE
NCT07661056-101,NCT07661056,DRUG,BHV-1300,NR (none reported),delivered subcutaneously via autoinjector,BHV-1300,1,BHV-1300,NR (no additional alias),active/intervention,pipeline/approved asset,IgG/extracellular degradation pathway,IgG-directed extracellular protein degradation,Yes,NA (included),ClinicalTrials.gov; NCT07661056,high,PASS_CURATED_RULE
NCT07661056-102,NCT07661056,DRUG,Placebo,NR (none reported),delivered subcutaneously via autoinjector,Placebo,1,Placebo,NR (no additional alias),comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT07661056,high,PASS_CURATED_RULE
NCT07682896-132,NCT07682896,DRUG,Experimental: YB-101,NR (none reported),YB-101 is administered over a 24 week period.,YB-101,1,GenSci098 / YB-101,Experimental: YB-101,active/intervention,pipeline/approved asset,TSHR,TSHR blockade/antagonism,Yes,NA (included),ClinicalTrials.gov; NCT07682896,high,PASS_CURATED_RULE
NCT07682896-133,NCT07682896,DRUG,Placebo YB-101,NR (none reported),Placebo will be administered over a 24 week period.,Placebo YB-101,1,Placebo,Placebo YB-101,comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT07682896,high,PASS_CURATED_RULE
NCT07720635-182,NCT07720635,DRUG,KHN939,NR (none reported),Intravenous (IV) infusion: 20 mg/kg every 3 weeks (Q3W) for a total of 8 doses over 21 weeks,KHN939 20 mg/kg,1,KHN939,NR (no additional alias),active/intervention,unknown-but-retained,Not publicly verified,Unknown—do not infer,Yes,NA (retained watchlist),ClinicalTrials.gov; NCT07720635,high,PASS_CURATED_RULE
NCT07720635-183,NCT07720635,DRUG,Placebo,NR (none reported),Intravenous (IV) infusion: placebo every 3 weeks (Q3W) for a total of 8 doses over 21 weeks,Placebo,1,Placebo,NR (no additional alias),comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT07720635,high,PASS_CURATED_RULE
NCT07720648-319,NCT07720648,DRUG,KHN939,NR (none reported),Intravenous (IV) infusion: 20 mg/kg every 3 weeks (Q3W) for a total of 8 doses over 21 weeks,KHN939 20 mg/kg,1,KHN939,NR (no additional alias),active/intervention,unknown-but-retained,Not publicly verified,Unknown—do not infer,Yes,NA (retained watchlist),ClinicalTrials.gov; NCT07720648,high,PASS_CURATED_RULE
NCT07720648-320,NCT07720648,DRUG,Placebo,NR (none reported),Intravenous (IV) infusion: placebo every 3 weeks (Q3W) for a total of 8 doses over 21 weeks,Placebo,1,Placebo,NR (no additional alias),comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT07720648,high,PASS_CURATED_RULE
NCT07722546-099,NCT07722546,DRUG,Felzartamab,BIIB148 | MOR202 | MOR03087 | TJ202,Administered IV,Felzartamab | Felzartamab or Placebo,1,Felzartamab,BIIB148 | MOR202 | MOR03087 | TJ202,active/intervention,pipeline/approved asset,CD38,CD38 plasma-cell depletion,Yes,NA (included),ClinicalTrials.gov; NCT07722546,high,PASS_CURATED_RULE
NCT07722546-100,NCT07722546,DRUG,Placebo,NR (none reported),Administered IV,Felzartamab or Placebo | Placebo,1,Placebo,NR (no additional alias),comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT07722546,high,PASS_CURATED_RULE
NCT07753603-225,NCT07753603,DRUG,linsitinib,NR (none reported),150 mg linsitinib is taken twice daily by mouth for 24 weeks,Double-mask Treatment Arm | Open-label Extension Treatment Arm,1,Linsitinib,NR (no additional alias),active/intervention,pipeline/approved asset,IGF-1R/insulin receptor kinases,IGF-1R-pathway kinase inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07753603,high,PASS_CURATED_RULE
NCT07753603-226,NCT07753603,DRUG,Placebo,NR (none reported),0 mg placebo taken twice daily by mouth for 24 weeks,Double-mask Placebo Arm,1,Placebo,NR (no additional alias),comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT07753603,high,PASS_CURATED_RULE
NCT07762105-166,NCT07762105,DRUG,Atorvastatin,NR (none reported),"Moderate-to-severe Graves' orbitopathy at a tertiary referral centre in Yogyakarta, Indonesia, will be allocated 1:1 to intravenous methylprednisolone (500 mg weekly for six weeks, then 250 mg weekly for six weeks) with oral atorvastatin 20 mg daily for 24 weeks.",Methylprednisolone plus Atorvastatin,1,Statin,Atorvastatin,adjunct/supportive,adjunct/supportive,HMG-CoA reductase/pleiotropic pathways,Statin/pleiotropic anti-inflammatory,No,Adjunct/repurposing evidence; not core pipeline,ClinicalTrials.gov; NCT07762105,high,PASS_CURATED_RULE
NCT07762105-167,NCT07762105,DRUG,methylprednisolone (IVMP),NR (none reported),"Moderate-to-severe Graves' orbitopathy at a tertiary referral centre in Yogyakarta, Indonesia, will be allocated 1:1 to intravenous methylprednisolone (500 mg weekly for six weeks, then 250 mg weekly for six weeks)",Methylprednisolone only | Methylprednisolone plus Atorvastatin,1,Methylprednisolone,methylprednisolone (IVMP),standard of care,standard of care,Glucocorticoid receptor,Glucocorticoid immunomodulation,No,Managed in SoC table,ClinicalTrials.gov; NCT07762105,high,PASS_CURATED_RULE
