source_id,canonical_id_status,title,issuer_or_journal,publication_or_event_date,year,url,doi,registry_id,source_type,evidence_tier,access_depth,exact_locator_availability,locator,last_verified,r_and_d_implication,reference_text,data_cut,schema_version
45,preserved_v1+scholarly,Increased Remission Rates After Long-Term Methimazole Therapy in Patients with Graves' Disease: Results of a Randomized Clinical Trial,Thyroid,2019,2019,https://doi.org/10.1089/thy.2019.0180,10.1089/thy.2019.0180,NA (no registry ID),rct,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_e3ea9d076e15,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Increased Remission Rates After Long-Term Methimazole Therapy in Patients with Graves' Disease: Results of a Randomized Clinical Trial (2019). Thyroid. https://doi.org/10.1089/thy.2019.0180,2026-09-10,2.0.0
46,preserved_v1+scholarly,Long-Term Antithyroid Drug Treatment: A Systematic Review and Meta-Analysis,Thyroid®,2017,2017,https://doi.org/10.1089/thy.2016.0652,10.1089/thy.2016.0652,NA (no registry ID),meta-analysis,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_656a0c7c94e0,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Long-Term Antithyroid Drug Treatment: A Systematic Review and Meta-Analysis (2017). Thyroid®. https://doi.org/10.1089/thy.2016.0652,2026-09-10,2.0.0
47,preserved_v1+scholarly,Risk of recurrence at the time of withdrawal of short- or long-term methimazole therapy in patients with Graves’ hyperthyroidism: a randomized trial and a risk-scoring model,Endocrine,2024,2024,https://doi.org/10.1007/s12020-023-03656-5,10.1007/s12020-023-03656-5,NA (no registry ID),rct,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_f5e17f622493,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Risk of recurrence at the time of withdrawal of short- or long-term methimazole therapy in patients with Graves’ hyperthyroidism: a randomized trial and a risk-scoring model (2024). Endocrine. https://doi.org/10.1007/s12020-023-03656-5,2026-09-10,2.0.0
48,preserved_v1+scholarly,Effect of Antithyroid Drugs Treatment Duration on The Remission Rates of Graves' Disease in Children and Adolescents: A Single-Arm Meta-Analysis and Systematic Review,Clinical Endocrinology,2024,2024,https://doi.org/10.1111/cen.15159,10.1111/cen.15159,NA (no registry ID),meta-analysis,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_bced1ba2cb84,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Effect of Antithyroid Drugs Treatment Duration on The Remission Rates of Graves' Disease in Children and Adolescents: A Single-Arm Meta-Analysis and Systematic Review (2024). Clinical Endocrinology. https://doi.org/10.1111/cen.15159,2026-09-10,2.0.0
49,preserved_v1+scholarly,Long-term outcomes of anti-thyroid drug treatment in childhood-onset Graves' disease,Clinical Endocrinology,2023,2023,https://doi.org/10.1111/cen.14869,10.1111/cen.14869,NA (no registry ID),cohort study,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_b3e1d3e0dfb3,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Long-term outcomes of anti-thyroid drug treatment in childhood-onset Graves' disease (2023). Clinical Endocrinology. https://doi.org/10.1111/cen.14869,2026-09-10,2.0.0
50,preserved_v1+scholarly,Antithyroid drugs and Graves' disease — prospective randomized assessment of long-term treatment,Clinical Endocrinology,1999,1999,https://doi.org/10.1046/j.1365-2265.1999.00629.x,10.1046/j.1365-2265.1999.00629.x,NA (no registry ID),rct,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_3ef62304e906,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Antithyroid drugs and Graves' disease — prospective randomized assessment of long-term treatment (1999). Clinical Endocrinology. https://doi.org/10.1046/j.1365-2265.1999.00629.x,2026-09-10,2.0.0
51,preserved_v1+scholarly,Long-term management of Graves disease: a narrative review,Journal of Yeungnam Medical Science,2023,2023,https://doi.org/10.12701/jyms.2022.00444,10.12701/jyms.2022.00444,NA (no registry ID),literature review,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_f34ed0fcad71,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Long-term management of Graves disease: a narrative review (2023). Journal of Yeungnam Medical Science. https://doi.org/10.12701/jyms.2022.00444,2026-09-10,2.0.0
52,preserved_v1+scholarly,A systematic review of drug therapy for Graves’ hyperthyroidism,European Journal of Endocrinology,2005,2005,https://doi.org/10.1530/eje.1.01993,10.1530/eje.1.01993,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_2ca5439a87cf,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",A systematic review of drug therapy for Graves’ hyperthyroidism (2005). European Journal of Endocrinology. https://doi.org/10.1530/eje.1.01993,2026-09-10,2.0.0
53,preserved_v1+scholarly,A short review of current knowledge regarding long-term treatment of Graves’ disease with antithyroid drugs,Hormones,2024,2024,https://doi.org/10.1007/s42000-024-00618-y,10.1007/s42000-024-00618-y,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_6576f27cd20b,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",A short review of current knowledge regarding long-term treatment of Graves’ disease with antithyroid drugs (2024). Hormones. https://doi.org/10.1007/s42000-024-00618-y,2026-09-10,2.0.0
54,preserved_v1+scholarly,Faculty Opinions recommendation of Benefits of Long-Term Continuation of Low-Dose Methimazole Therapy in the Prevention of Recurrent Hyperthyroidism in Graves' Hyperthyroid Patients: A Randomized Prospective Controlled Study.,Faculty Opinions – Post-Publication Peer Review of the Biomedical Literature,2023,2023,https://doi.org/10.3410/f.742586415.793598199,10.3410/f.742586415.793598199,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_176ef6038fe8,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Faculty Opinions recommendation of Benefits of Long-Term Continuation of Low-Dose Methimazole Therapy in the Prevention of Recurrent Hyperthyroidism in Graves' Hyperthyroid Patients: A Randomized Prospective Controlled Study. (2023). Faculty Opinions – Post-Publication Peer Review of the Biomedical Literature. https://doi.org/10.3410/f.742586415.793598199,2026-09-10,2.0.0
55,preserved_v1+scholarly,Long-Term Treatment with Antithyroid Drugs: Efficacy and Safety,International Journal of Endocrinology and Metabolism,2020,2020,https://doi.org/10.5812/ijem.101487,10.5812/ijem.101487,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_44b6a473ead8,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Long-Term Treatment with Antithyroid Drugs: Efficacy and Safety (2020). International Journal of Endocrinology and Metabolism. https://doi.org/10.5812/ijem.101487,2026-09-10,2.0.0
56,preserved_v1+scholarly,Long-Term Antithyroid Drug Treatment of Patients With Graves’ Disease,Clinical Thyroidology,2019,2019,https://doi.org/10.1089/ct.2019;31.230-233,10.1089/ct.2019;31.230-233,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_45252e238048,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Long-Term Antithyroid Drug Treatment of Patients With Graves’ Disease (2019). Clinical Thyroidology. https://doi.org/10.1089/ct.2019;31.230-233,2026-09-10,2.0.0
57,preserved_v1+scholarly,Risk Factors for the Relapse of Graves’ Disease Treated With Antithyroid Drugs: A Systematic Review and Meta-analysis,Clinical Therapeutics,2020,2020,https://doi.org/10.1016/j.clinthera.2020.01.022,10.1016/j.clinthera.2020.01.022,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_a9268ffc14f9,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Risk Factors for the Relapse of Graves’ Disease Treated With Antithyroid Drugs: A Systematic Review and Meta-analysis (2020). Clinical Therapeutics. https://doi.org/10.1016/j.clinthera.2020.01.022,2026-09-10,2.0.0
58,preserved_v1+scholarly,Follicular Helper T Cells in Graves' Disease: Pathogenic Mechanisms and Therapeutic Implications.,American journal of physiology. Endocrinology and metabolism,2025,2025,https://doi.org/10.1152/ajpendo.00023.2025,10.1152/ajpendo.00023.2025,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_bf827a3cf408,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Follicular Helper T Cells in Graves' Disease: Pathogenic Mechanisms and Therapeutic Implications. (2025). American journal of physiology. Endocrinology and metabolism. https://doi.org/10.1152/ajpendo.00023.2025,2026-09-10,2.0.0
59,preserved_v1+scholarly,CD11c+ B Cells Participate in the Pathogenesis of Graves’ Disease by Secreting Thyroid Autoantibodies and Cytokines,Frontiers in Immunology,2022,2022,https://doi.org/10.3389/fimmu.2022.836347,10.3389/fimmu.2022.836347,NA (no registry ID),non-rct in vitro,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_f5dd069459f5,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",CD11c+ B Cells Participate in the Pathogenesis of Graves’ Disease by Secreting Thyroid Autoantibodies and Cytokines (2022). Frontiers in Immunology. https://doi.org/10.3389/fimmu.2022.836347,2026-09-10,2.0.0
60,preserved_v1+scholarly,Single-Cell RNA Sequencing of Thyroid Tissues Reveals Pathogenesis of Graves' Disease,Advanced Science,2025,2025,https://doi.org/10.1002/advs.202508449,10.1002/advs.202508449,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_4fc808704c78,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Single-Cell RNA Sequencing of Thyroid Tissues Reveals Pathogenesis of Graves' Disease (2025). Advanced Science. https://doi.org/10.1002/advs.202508449,2026-09-10,2.0.0
61,preserved_v1+scholarly,Thyroid Autoimmune Disease,The American Journal of Pathology,2001,2001,https://doi.org/10.1016/s0002-9440(10)61762-2,10.1016/s0002-9440(10)61762-2,NA (no registry ID),non-rct in vitro,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_897a3f0566d0,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Thyroid Autoimmune Disease (2001). The American Journal of Pathology. https://doi.org/10.1016/s0002-9440(10)61762-2,2026-09-10,2.0.0
