anchor_id,source_id,block_id,locator,raw_quote,quote_start,quote_end,source_sha256,block_text_sha256,quote_sha256,jurisdiction,authority_scope,population,disease_stage,intervention,endpoint_claim_scope,evidence_role,uncertainty,data_cut,schema_version,notes
UK-NICE-NG145-1.6.23,739,S739-B00312,section:1.6.23,"When offering antithyroid drugs to children and young people with Graves' disease, offer carbimazole, using a titration regimen, and review the need for treatment every 2 years. Use of carbimazole is subject to MHRA advice on contraception ( Drug Safety Update, February 2019 ) and risk of acute pancreatitis ( Drug Safety Update, February 2019 ). November 2019 – carbimazole use is off label for children under 2 years. See NICE's information on prescribing medicines .",0,470,bc1bc5800adf81d0be66be8536179cf32725859674a7e214df5e64a1a5e1cfab,d3569af610065b3b7e576ea77f8cd5c1b0353a0b7014656ec43e268eb83d5778,d3569af610065b3b7e576ea77f8cd5c1b0353a0b7014656ec43e268eb83d5778,United Kingdom,A1 national guideline body; National Institute for Health and Care Excellence,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; treatment or monitoring,"ATD, RAI, thyroidectomy, or biochemical monitoring","Only the recommendation, regimen, status, or limitation stated in the exact quote",National clinical guideline recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
UK-NICE-NG145-1.6.25,739,S739-B00316,section:1.6.25,Consider propylthiouracil for adults: who experience adverse reactions to carbimazole who are pregnant or trying to become pregnant within the following 6 months with a history of pancreatitis.,0,193,bc1bc5800adf81d0be66be8536179cf32725859674a7e214df5e64a1a5e1cfab,929bef9db69b274fc64646e1aab23bd088215a1a8ed2591de5b27f0a0f90d3b7,929bef9db69b274fc64646e1aab23bd088215a1a8ed2591de5b27f0a0f90d3b7,United Kingdom,A1 national guideline body; National Institute for Health and Care Excellence,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; treatment or monitoring,"ATD, RAI, thyroidectomy, or biochemical monitoring","Only the recommendation, regimen, status, or limitation stated in the exact quote",National clinical guideline recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
UK-NICE-NG145-1.6.26,739,S739-B00322,section:1.6.26,Stop and do not restart any antithyroid drugs if a person develops agranulocytosis. Consider referral to a specialist for further management options.,0,149,bc1bc5800adf81d0be66be8536179cf32725859674a7e214df5e64a1a5e1cfab,2a2233d3aaedac899b8d70b3dac9185b59387ef15ead30b6ac1455b353af2d98,2a2233d3aaedac899b8d70b3dac9185b59387ef15ead30b6ac1455b353af2d98,United Kingdom,A1 national guideline body; National Institute for Health and Care Excellence,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; treatment or monitoring,"ATD, RAI, thyroidectomy, or biochemical monitoring","Only the recommendation, regimen, status, or limitation stated in the exact quote",National clinical guideline recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
UK-NICE-NG145-1.7.1,739,S739-B00328,section:1.7.1,"Consider measuring TSH, FT4 and FT3 levels in adults, children and young people every 6 weeks for the first 6 months after radioactive iodine treatment until TSH is within the reference range.",0,192,bc1bc5800adf81d0be66be8536179cf32725859674a7e214df5e64a1a5e1cfab,1b1b841a369165c948b51c7fc976ad6d455a63a07ce2540414e7ea5b16c61293,1b1b841a369165c948b51c7fc976ad6d455a63a07ce2540414e7ea5b16c61293,United Kingdom,A1 national guideline body; National Institute for Health and Care Excellence,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; treatment or monitoring,"ATD, RAI, thyroidectomy, or biochemical monitoring","Only the recommendation, regimen, status, or limitation stated in the exact quote",National clinical guideline recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
UK-NICE-NG145-1.7.11,739,S739-B00355,section:1.7.11,"For adults who have stopped antithyroid drugs, consider measuring: TSH (with cascading) within 8 weeks of stopping the drug, then TSH (with cascading) every 3 months for a year, then TSH (with cascading) once a year.",0,216,bc1bc5800adf81d0be66be8536179cf32725859674a7e214df5e64a1a5e1cfab,3455d2bced122a827c845a0972c3e936b86d59d0e4f48a372f3e885bf39cdb5f,3455d2bced122a827c845a0972c3e936b86d59d0e4f48a372f3e885bf39cdb5f,United Kingdom,A1 national guideline body; National Institute for Health and Care Excellence,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; treatment or monitoring,"ATD, RAI, thyroidectomy, or biochemical monitoring","Only the recommendation, regimen, status, or limitation stated in the exact quote",National clinical guideline recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
UK-NICE-NG145-1.7.12,739,S739-B00361,section:1.7.12,"For children and young people who have stopped antithyroid drugs, consider measuring: TSH, FT4 and FT3 within 8 weeks of stopping the drug, then TSH, FT4 and FT3 every 3 months for the first year, then TSH (with cascading) every 6 months for the second year, then TSH (with cascading) once a year.",0,297,bc1bc5800adf81d0be66be8536179cf32725859674a7e214df5e64a1a5e1cfab,a1c676c0296c18caaf63a4b545e64890221307057827c85f3349094322417d57,a1c676c0296c18caaf63a4b545e64890221307057827c85f3349094322417d57,United Kingdom,A1 national guideline body; National Institute for Health and Care Excellence,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; treatment or monitoring,"ATD, RAI, thyroidectomy, or biochemical monitoring","Only the recommendation, regimen, status, or limitation stated in the exact quote",National clinical guideline recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
UK-NICE-TEPEZZA-DRAFT-NOT-FINAL,733,S733-B00002,pdf_page:2,"Note that this document is not NICE's final guidance on teprotumumab. The 
recommendations in section 1 may change after consultation.",207,341,5ec29d1f677d5d7e805f98025b4322674a3f0c061e67bdd89daabdaeb3e953e1,5f4f6fe69d1f5ee810b38ae97f9a08d27fe8b8dd5adce55e52e71878e5420341,9749495abd16ff4308f7126513a2500d70bd7a8e89fb4e4d45be61d5bd3121d2,United Kingdom (England),A1 public HTA body—draft; National Institute for Health and Care Excellence,NHS England technology-appraisal population,TED access appraisal,Teprotumumab (Tepezza),Draft-status disclaimer only,NICE draft consultation document,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
UK-NICE-TEPEZZA-EXPECTED-DATE-TBC,732,S732-B00007,section:Teprotumumab for treating thyroid eye disease (deferred appraisal of D1) [ID6756],Expected publication date: TBC,0,30,37c9033f28c0ba8226ef8f3c468cbc933090857925b6a6393971a3c897588da0,12b0d2259961968275bbd7d295b1393d4a04a495c8acb95350b4d4df37b04fbe,12b0d2259961968275bbd7d295b1393d4a04a495c8acb95350b4d4df37b04fbe,United Kingdom (England),A1 public HTA body; National Institute for Health and Care Excellence,NA (technology appraisal status),TED access appraisal,Teprotumumab (Tepezza),Expected-publication-date field,NICE appraisal status page,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,Do not substitute the earlier search-result date 08 October 2026 for this TBC field.
UK-NICE-TEPEZZA-IN-PROGRESS,732,S732-B00009,section:Teprotumumab for treating thyroid eye disease (deferred appraisal of D1) [ID6756],Status: In progress Technology type: Medicine Decision: Selected Decision publication date: 10 April 2024 Prioritisation programme: Medicines evaluation Rationale: Selected as a TA. Process: STA,0,194,37c9033f28c0ba8226ef8f3c468cbc933090857925b6a6393971a3c897588da0,ce062ef0de337ded02f21623d110430be3099ccbc066597a12089a688e6fdb97,3cb1d9ce62e4893d3b9aea0ddfc19feeee41b173d8ae60a67d7b4a298edd5238,United Kingdom (England),A1 public HTA body; National Institute for Health and Care Excellence,NHS England technology-appraisal population,TED access appraisal,Teprotumumab (Tepezza),Appraisal status and process only,NICE appraisal status page,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
UK-NICE-TEPEZZA-PROVISIONAL-SCHEDULE,732,S732-B00009,section:Teprotumumab for treating thyroid eye disease (deferred appraisal of D1) [ID6756],Provisional Schedule Draft guidance: 08 September 2026 - 29 September 2026 Committee meeting: 3: 05 January 2027,220,332,37c9033f28c0ba8226ef8f3c468cbc933090857925b6a6393971a3c897588da0,ce062ef0de337ded02f21623d110430be3099ccbc066597a12089a688e6fdb97,92217ba6b8c131b848bee5256471c67b54bca6c67983ff681413f86af12a938a,United Kingdom (England),A1 public HTA body; National Institute for Health and Care Excellence,NA (technology appraisal schedule),TED access appraisal,Teprotumumab (Tepezza),Provisional draft-consultation and committee schedule,NICE appraisal status page,"Provisional schedule, not a final-guidance publication date; a separate search-result timing conflict is disclosed as Severity 3.",2026-09-10,2.0.0,NA (no additional notes)
UK-SMPC-TEPEZZA-DOSE,734,S734-B00057,section:Quick Links,TEPEZZA dosing is based on the patient's actual body weight. The recommended dose of TEPEZZA is 10 mg/kg of body weight for the initial dose followed by 20 mg/kg of body weight for 7 additional doses given once every three weeks as an intravenous infusion.,0,256,49077d52029ef1d8f91b88ab594da86eca8d4afc66600690d531dc2a6bdb24f0,515b9a60d6f099f192d232e48a55af515daf8680fe15583137bb88ecac60dfdf,515b9a60d6f099f192d232e48a55af515daf8680fe15583137bb88ecac60dfdf,United Kingdom,A2 regulator-approved product information; Amgen Ltd via electronic Medicines Compendium,Adults receiving Tepezza,Moderate-to-severe TED,Teprotumumab (Tepezza),UK dosing regimen,Regulator authorization or prescribing information,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
UK-SMPC-TEPEZZA-INDICATION,734,S734-B00053,section:Quick Links,TEPEZZA is indicated in adults for the treatment of moderate to severe Thyroid Eye Disease (TED) (see section 5.1).,0,115,49077d52029ef1d8f91b88ab594da86eca8d4afc66600690d531dc2a6bdb24f0,cbd1acebbd45200e45cfebdebbee97004afac0d43585b0b25c594747e2d4ca34,cbd1acebbd45200e45cfebdebbee97004afac0d43585b0b25c594747e2d4ca34,United Kingdom,A2 regulator-approved product information; Amgen Ltd via electronic Medicines Compendium,Adults,Moderate-to-severe TED,Teprotumumab (Tepezza),UK labeled indication,Regulator authorization or prescribing information,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
UK-SMPC-TEPEZZA-PEDIATRIC,734,S734-B00066,section:Quick Links,The safety and efficacy of TEPEZZA in children < 18 years of age has not been established. No data are available (see section 5.1).,0,131,49077d52029ef1d8f91b88ab594da86eca8d4afc66600690d531dc2a6bdb24f0,64c5e4a7f8c7ff32b3d119f7a6a922ea28c081b216169d273d0fe141dda5e79c,64c5e4a7f8c7ff32b3d119f7a6a922ea28c081b216169d273d0fe141dda5e79c,United Kingdom,A2 regulator-approved product information; Amgen Ltd via electronic Medicines Compendium,Patients younger than 18 years,TED,Teprotumumab (Tepezza),UK pediatric evidence limitation,Regulator authorization or prescribing information,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
UK-SMPC-TEPEZZA-PREGNANCY,734,S734-B00105,section:Quick Links,"Based on the mechanism of action inhibiting IGF-1R and the teratogenic effects observed in animal developmental studies, TEPEZZA may cause congenital malformations such as foetal growth retardation and developmental anomalies when administered during pregnancy (see section 5.3). Therefore, TEPEZZA is contraindicated during pregnancy (see section 4.3).",0,353,49077d52029ef1d8f91b88ab594da86eca8d4afc66600690d531dc2a6bdb24f0,3338ce2881e37a00ed3d1acc23b76818fb7e4f008db14f71cb5ab714648725b2,3338ce2881e37a00ed3d1acc23b76818fb7e4f008db14f71cb5ab714648725b2,United Kingdom,A2 regulator-approved product information; Amgen Ltd via electronic Medicines Compendium,Pregnant patients or patients who may become pregnant,TED treatment and reproductive safety,Teprotumumab (Tepezza),UK pregnancy contraindication context,Regulator authorization or prescribing information,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-ATA2016-R104,26,S026-B00047,pdf_page:47,"& RECOMMENDATION 104
In patients with Graves’ hyperthyroidism who have mild
active ophthalmopathy and no risk factors for deterioration
of their eye disease, RAI therapy, ATDs, and thyroidectomy
should be considered equally acceptable therapeutic options.
Strong recommendation, moderate-quality evidence.",3329,3634,7c5a39ab34307315a334efd82081f04822f658d777230bbb6654cb911aff96b7,4f3cf0b13f26ab4089912f170d1691bafd3e1e9a9efb323b2bf8fdd727e6b50c,eb779bc800bc9e014e0d1ff7ff5b0b3ac0e0d0daf245ec762f9bd3a39c363257,United States,A2 society guideline; American Thyroid Association,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; source-defined treatment context,"ATD, RAI, thyroidectomy, or source-defined supportive management","Only the recommendation, regimen, status, or limitation stated in the exact quote",Evidence-graded society recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-ATA2016-R108,26,S026-B00048,pdf_page:48,"& RECOMMENDATION 108
In patients with inactive GO we suggest RAI therapy can
be administered without steroid coverage. However, in
cases of elevated risk for reactivation (high TRAb, CAS ‡1
and smokers) that approach might have to be reconsidered.
Weak recommendation, low-quality evidence.",3260,3550,7c5a39ab34307315a334efd82081f04822f658d777230bbb6654cb911aff96b7,1c31e266b504b696c1494d49becf05382cf63f99d24dbc2510ff57362cec2057,9ae9d2df5f9ed2a1a0a68842822b702e713fb167131b1d69f41c944046d9df15,United States,A2 society guideline; American Thyroid Association,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; source-defined treatment context,"ATD, RAI, thyroidectomy, or source-defined supportive management","Only the recommendation, regimen, status, or limitation stated in the exact quote",Evidence-graded society recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-ATA2016-R11,26,S026-B00012,pdf_page:12,"& RECOMMENDATION 11
Follow-up within the ﬁrst 1–2 months after RAI therapy
for GD should include an assessment of free T 4, total T 3,
and TSH. Biochemical monitoring should be continued at
4- to 6-week intervals for 6 months, or until the patient
becomes hypothyroid and is stable on thyroid hormone
replacement.
Strong recommendation, low-quality evidence.",3987,4345,7c5a39ab34307315a334efd82081f04822f658d777230bbb6654cb911aff96b7,f3adcf6667d66e4b11c8048f4d79534abaecd29966d11d43612b5b35a5820bf8,c7426cc28265ca524e92ca8e7250d28d9848451d2c74ffc3109d9acddfdc5060,United States,A2 society guideline; American Thyroid Association,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; source-defined treatment context,"ATD, RAI, thyroidectomy, or source-defined supportive management","Only the recommendation, regimen, status, or limitation stated in the exact quote",Evidence-graded society recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-ATA2016-R12,26,S026-B00013,pdf_page:13,"& RECOMMENDATION 12
When hyperthyroidism due to GD persists after 6 months
following RAI therapy, retreatment with RAI is suggested.
In selected patients with minimal response 3 months after
therapy additional RAI may be considered.
Weak recommendation, low-quality evidence.",75,350,7c5a39ab34307315a334efd82081f04822f658d777230bbb6654cb911aff96b7,185b6accad60505195315218a87b11b8613f84e805ec02dcba39e5ef594e6180,17049f80b805b72f717d606b587dbad629b627f406a59a970387c7b59a102375,United States,A2 society guideline; American Thyroid Association,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; source-defined treatment context,"ATD, RAI, thyroidectomy, or source-defined supportive management","Only the recommendation, regimen, status, or limitation stated in the exact quote",Evidence-graded society recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-ATA2016-R13,26,S026-B00013,pdf_page:13,"& RECOMMENDATION 13
MMI should be used in virtually every patient who chooses
ATD therapy for GD, except during the ﬁrst trimester of
pregnancy when PTU is preferred, in the treatment of
thyroid storm, and in patients with minor reactions to MMI
who refuse RAI therapy or surgery.
Strong recommendation, moderate-quality evidence.",1854,2184,7c5a39ab34307315a334efd82081f04822f658d777230bbb6654cb911aff96b7,185b6accad60505195315218a87b11b8613f84e805ec02dcba39e5ef594e6180,2e305864fa62b46686bfaeba78fb26e7cf3cf199916718230c4d0ac7b1afafd2,United States,A2 society guideline; American Thyroid Association,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; source-defined treatment context,"ATD, RAI, thyroidectomy, or source-defined supportive management","Only the recommendation, regimen, status, or limitation stated in the exact quote",Evidence-graded society recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-ATA2016-R21,26,S026-B00016,pdf_page:16,"& RECOMMENDATION 21
Measurement of TRAb levels prior to stopping ATD
therapy is suggested because it aids in predicting which
patients can be weaned from the medication, with normal
levels indicating greater chance for remission.
Strong recommendation, moderate-quality evidence.",1841,2120,7c5a39ab34307315a334efd82081f04822f658d777230bbb6654cb911aff96b7,29ddcd757536a13f57bc504c694c673fc004c2254848f8aa2f91372a02fe5b01,4fc59d259d338038a11c500bad3e562769473da065c479bbfe7c6fc9d96add88,United States,A2 society guideline; American Thyroid Association,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; source-defined treatment context,"ATD, RAI, thyroidectomy, or source-defined supportive management","Only the recommendation, regimen, status, or limitation stated in the exact quote",Evidence-graded society recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-ATA2016-R22,26,S026-B00016,pdf_page:16,"& RECOMMENDATION 22
If MMI is chosen as the primary therapy for GD, the
medication should be continued for approximately 12–18
months, then discontinued if the TSH and TRAb levels are
normal at that time.
Strong recommendation, high-quality evidence.",2121,2371,7c5a39ab34307315a334efd82081f04822f658d777230bbb6654cb911aff96b7,29ddcd757536a13f57bc504c694c673fc004c2254848f8aa2f91372a02fe5b01,ebc0634510942c1573d550277f6c5e575d84cb306145ca613e4850b1b7456f39,United States,A2 society guideline; American Thyroid Association,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; source-defined treatment context,"ATD, RAI, thyroidectomy, or source-defined supportive management","Only the recommendation, regimen, status, or limitation stated in the exact quote",Evidence-graded society recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-ATA2016-R23,26,S026-B00016,pdf_page:16,"& RECOMMENDATION 23
If a patient with GD becomes hyperthyroid after com-
pleting a course of MMI, consideration should be given to
treatment with RAI or thyroidectomy. Continued low-dose
MMI treatment for longer than 12–18 months may be
considered in patients not in remission who prefer this
approach.
Weak recommendation, low-quality evidence.",2372,2717,7c5a39ab34307315a334efd82081f04822f658d777230bbb6654cb911aff96b7,29ddcd757536a13f57bc504c694c673fc004c2254848f8aa2f91372a02fe5b01,8323550200a882b6c35e965878b28c5364fa6fb9bf45b9c2012d8f56b2498396,United States,A2 society guideline; American Thyroid Association,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; source-defined treatment context,"ATD, RAI, thyroidectomy, or source-defined supportive management","Only the recommendation, regimen, status, or limitation stated in the exact quote",Evidence-graded society recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-ATA2016-R24,26,S026-B00017,pdf_page:17,"& RECOMMENDATION 24
If surgery is chosen as treatment for GD, patients should be
rendered euthyroid prior to the procedure with ATD pre-
treatment, with or without b-adrenergic blockade. A KI-
containing preparation should be given in the immediate
preoperative period.
Strong recommendation, low-quality evidence.",1465,1779,7c5a39ab34307315a334efd82081f04822f658d777230bbb6654cb911aff96b7,da71413110e338621833a7d9b392b2e6498ea906fc996e7baab9905fc705ad36,bc599672f0b4df3496d9701be6750ab6c09009330ebd42078971d02ebf535b8a,United States,A2 society guideline; American Thyroid Association,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; source-defined treatment context,"ATD, RAI, thyroidectomy, or source-defined supportive management","Only the recommendation, regimen, status, or limitation stated in the exact quote",Evidence-graded society recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-ATA2016-R3,26,S026-B00008,pdf_page:8,"& RECOMMENDATION 3
Patients with overt Graves’ hyperthyroidism should be
treated with any of the following modalities: RAI therapy,
ATDs, or thyroidectomy.
Strong recommendation, moderate-quality evidence.",5721,5926,7c5a39ab34307315a334efd82081f04822f658d777230bbb6654cb911aff96b7,e2211a3ccc8213b7ea6bdf5c8ec068f9b325815a0c5206a6f2fa2105f679cb6c,de6c499a8118a1420b6dc4d25f3a8c53019ab9b98b1cb0fbc31d62ae52cf03f3,United States,A2 society guideline; American Thyroid Association,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; source-defined treatment context,"ATD, RAI, thyroidectomy, or source-defined supportive management","Only the recommendation, regimen, status, or limitation stated in the exact quote",Evidence-graded society recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-ATA2016-R5,26,S026-B00010,pdf_page:10,"& RECOMMENDATION 5
In addition to b-adrenergic blockade (see Recommenda-
tions 2 and 4), pretreatment with MMI prior to RAI therapy
for GD should be considered in patients who are at in-
creased risk for complications due to worsening of hy-
perthyroidism. MMI should be discontinued 2–3 days
prior to RAI.
Weak recommendation, moderate-quality evidence.",2638,2992,7c5a39ab34307315a334efd82081f04822f658d777230bbb6654cb911aff96b7,9ff2b8faccaf5114b487e5e6412f33fc2bcb2e96ec40ffc5c2ceb63eea13aac3,6b141eb934c1c6405acda395fa8198cf6ba63b304a59561930a63c2183af3413,United States,A2 society guideline; American Thyroid Association,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; source-defined treatment context,"ATD, RAI, thyroidectomy, or source-defined supportive management","Only the recommendation, regimen, status, or limitation stated in the exact quote",Evidence-graded society recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-ATA2016-R58,26,S026-B00027,pdf_page:27,"& RECOMMENDATION 58
Children with GD should be treated with MMI, RAI
therapy, or thyroidectomy. RAI therapy should be avoided
in very young children ( <5 years). RAI therapy in children
is acceptable if the activity is >150 lCi/g (5.55 MBq/g) of
thyroid tissue, and for children between 5 and 10 years of
age if the calculated RAI administered activity is <10 mCi
(<370 MBq). Thyroidectomy should be chosen when de-
ﬁnitive therapy is required, the child is too young for RAI,
and surgery can be performed by a high-volume thyroid
surgeon.
Strong recommendation, moderate-quality evidence.",3392,3981,7c5a39ab34307315a334efd82081f04822f658d777230bbb6654cb911aff96b7,3d4bfb3d9f7a290d66de579ad88c64e0bce0104090a09ffb8c5b068b2334cbb5,6f3256a512d1afa31069c48dc2b808228e2f1b85edcbab163e66a7e06456c487,United States,A2 society guideline; American Thyroid Association,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; source-defined treatment context,"ATD, RAI, thyroidectomy, or source-defined supportive management","Only the recommendation, regimen, status, or limitation stated in the exact quote",Evidence-graded society recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,Superseded wording; use US-ATA2017-R58-CORRECTED for current Recommendation 58.
US-ATA2016-R6,26,S026-B00011,pdf_page:11,"& RECOMMENDATION 6
In patients who are at increased risk for complications due
to worsening of hyperthyroidism, resuming MMI 3–7 days
after RAI administration should be considered.
Weak recommendation, low-quality evidence.",0,223,7c5a39ab34307315a334efd82081f04822f658d777230bbb6654cb911aff96b7,fec81dcfb4e584a3172abeb666e799cd7c04acd9727a35187a93a783d67b2298,4a65c6ffa96dbbda4ba718228eb4b1fc7db0ec913ce0dcf1bd991bee16c715d2,United States,A2 society guideline; American Thyroid Association,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; source-defined treatment context,"ATD, RAI, thyroidectomy, or source-defined supportive management","Only the recommendation, regimen, status, or limitation stated in the exact quote",Evidence-graded society recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-ATA2016-R66,26,S026-B00030,pdf_page:30,"& RECOMMENDATION 66
If MMI is chosen as the ﬁrst-line treatment for GD in
children, it may be tapered in those children requiring low
doses after 1–2 years to determine if a spontaneous re-
mission has occurred, or it may be continued until the child
and caretakers are ready to consider deﬁnitive therapy, if
needed.
Strong recommendation, moderate-quality evidence.",49,416,7c5a39ab34307315a334efd82081f04822f658d777230bbb6654cb911aff96b7,8d7feb0d6f7a31c0119638d1ce2d26b36a74a066e2a3240946dd6f40d86bb774,d699d85783783fd500bfc58b9208966d59f0a06314d99623e6e4b3c6818135d5,United States,A2 society guideline; American Thyroid Association,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; source-defined treatment context,"ATD, RAI, thyroidectomy, or source-defined supportive management","Only the recommendation, regimen, status, or limitation stated in the exact quote",Evidence-graded society recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-ATA2016-R67,26,S026-B00030,pdf_page:30,"& RECOMMENDATION 67
Pediatric patients with GD who are not in remission fol-
lowing at least 1–2 years of MMI therapy should be consid-
ered for treatment with RAI or thyroidectomy. Alternatively,
if children are tolerating ATDtherapy, ATDs may be used for
extended periods. This approach may be especially useful for
the child not considered to be a candidate for either surgery
or RAI. Individuals on prolonged ATD therapy ( >2y e a r s )
should be reevaluated every 6–12 months and when transi-
tioning to adulthood.
Strong recommendation, low-quality evidence.",5167,5731,7c5a39ab34307315a334efd82081f04822f658d777230bbb6654cb911aff96b7,8d7feb0d6f7a31c0119638d1ce2d26b36a74a066e2a3240946dd6f40d86bb774,ad8465ab5d3d9fa3e8820ec6e82ef31bcbbaf965b0a21081c2c978b4f03d22d3,United States,A2 society guideline; American Thyroid Association,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; source-defined treatment context,"ATD, RAI, thyroidectomy, or source-defined supportive management","Only the recommendation, regimen, status, or limitation stated in the exact quote",Evidence-graded society recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-ATA2016-R8,26,S026-B00011,pdf_page:11,"& RECOMMENDATION 8
Sufﬁcient activity of RAI should be administered in a
single application, typically a mean dose of 10–15 mCi
(370–555 MBq), to render the patient with GD hypothy-
roid.
Strong recommendation, moderate-quality evidence.",4521,4758,7c5a39ab34307315a334efd82081f04822f658d777230bbb6654cb911aff96b7,fec81dcfb4e584a3172abeb666e799cd7c04acd9727a35187a93a783d67b2298,b4db57357578cb847b1534a9d09cdd0c23ac5038e99354c7037f8308ce00b256,United States,A2 society guideline; American Thyroid Association,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; source-defined treatment context,"ATD, RAI, thyroidectomy, or source-defined supportive management","Only the recommendation, regimen, status, or limitation stated in the exact quote",Evidence-graded society recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-ATA2016-R80,26,S026-B00038,pdf_page:38,"& RECOMMENDATION 80
ATD therapy should be used for overt hyperthyroidism due
to GD during pregnancy. PTU should be used when ATD
therapy is given during the ﬁrst trimester. MMI should be
used when ATD therapy is started after the ﬁrst trimester.
Strong recommendation, low-quality evidence.",0,290,7c5a39ab34307315a334efd82081f04822f658d777230bbb6654cb911aff96b7,91d9ca1e2fd3f0103172d52b4005863225737de8f5d33b0da048cf7fd6a588bb,a94927df7ae430370df5bfe7ff878bff05720d8a789e3c3d7df79fe8d735536a,United States,A2 society guideline; American Thyroid Association,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; source-defined treatment context,"ATD, RAI, thyroidectomy, or source-defined supportive management","Only the recommendation, regimen, status, or limitation stated in the exact quote",Evidence-graded society recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
