trial_id,registry,registry_url,asset,asset_aliases,sponsor,owner_at_cutoff,indication,mechanism_class,phase,overall_status,start_date,primary_completion_date,regions,population,ted_activity_severity,n_enrolled,n_randomized,n_analyzed,design,blinding,arms,dose_route_schedule_duration,background_soc_combination,comparator,primary_endpoints,secondary_endpoints,analysis_timepoint,efficacy_results,safety_results,followup_durability,publication_urls,evidence_tier,source_ids,access_depth,last_verified,notes
NCT04876534,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04876534,Tocilizumab 20 Mg/mL Intravenous Solution; MethylPREDNISolone Injectable Solution,,"Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico","Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico",Active TED,IL-6 / IL-6R blockade,PHASE2,UNKNOWN,2019-12-18,2022-12-18,Italy,Adults primary,active_unspecified_severity,64,,,RANDOMIZED PARALLEL,SINGLE,Tocilizumab; Methylprednisolone,See official registry record,Registry-defined; verify per protocol,See arms,Desease inactivation,Desease improvement; Improvement of quality of life; Incident of adverse events in tocilizumab therapy; Immunological changes; Desease relapse,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,"Bartalena L, Baldeschi L, Boboridis K, Eckstein A, Kahaly GJ, Marcocci C, Perros P, Salvi M, Wiersinga WM; European Group on Graves' Orbitopathy (EUGOGO). The 2016 European Thyroid Association/European Group on Graves' Orbitopathy Guidelines for the Management of Graves' Orbitopathy. Eur Thyroid J. 2016 Mar;5(1):9-26. doi: 10.1159/000443828. Epub 2016 Mar 2.; Campi I, Vannucchi G, Salvi M. THERAPY OF ENDOCRINE DISEASE: Endocrine dilemma: management of Graves' orbitopathy. Eur J Endocrinol. 2016 Sep;175(3):R117-33. doi: 10.1530/EJE-15-1164. Epub 2016 Mar 31.; Salvi M, Campi I. Medical Treatment of Graves' Orbitopathy. Horm Metab Res. 2015 Sep;47(10):779-88. doi: 10.1055/s-0035-1554721. Epub 2015 Sep 11.; Campi I, Tosi D, Rossi S, Vannucchi G, Covelli D, Colombo F, Trombetta E, Porretti L, Vicentini L, Cantoni G, Curro N, Beck-Peccoz P, Bulfamante G, Salvi M. B Cell Activating Factor (BAFF) and BAFF Receptor Expression in Autoimmune and Nonautoimmune Thyroid Diseases. Thyroid. 2015 Sep;25(9):1043-9. doi: 10.1089/thy.2015.0029. Epub 2015 Aug 13.; Salvi M, Vannucchi G, Curro N, Campi I, Covelli D, Dazzi D, Simonetta S, Guastella C, Pignataro L, Avignone S, Beck-Peccoz P. Efficacy of B-cell targeted therapy with rituximab in patients with active moderate to severe Graves' orbitopathy: a randomized controlled study. J Clin Endocrinol Metab. 2015 Feb;100(2):422-31. doi: 10.1210/jc.2014-3014. Epub 2014 Dec 15.; Salvi M. Immunotherapy for Graves' ophthalmopathy. Curr Opin Endocrinol Diabetes Obes. 2014 Oct;21(5):409-14. doi: 10.1097/MED.0000000000000097.; Curro N, Covelli D, Vannucchi G, Campi I, Pirola G, Simonetta S, Dazzi D, Guastella C, Pignataro L, Beck-Peccoz P, Ratiglia R, Salvi M. Therapeutic outcomes of high-dose intravenous steroids in the treatment of dysthyroid optic neuropathy. Thyroid. 2014 May;24(5):897-905. doi: 10.1089/thy.2013.0445. Epub 2014 Mar 6.; Vannucchi G, Covelli D, Campi I, Origo D, Curro N, Cirello V, Dazzi D, Beck-Peccoz P, Salvi M. The therapeutic outcome to intravenous steroid therapy for active Graves' orbitopathy is influenced by the time of response but not polymorphisms of the glucocorticoid receptor. Eur J Endocrinol. 2013 Nov 22;170(1):55-61. doi: 10.1530/EJE-13-0611. Print 2014 Jan.; Salvi M, Vannucchi G, Beck-Peccoz P. Potential utility of rituximab for Graves' orbitopathy. J Clin Endocrinol Metab. 2013 Nov;98(11):4291-9. doi: 10.1210/jc.2013-1804. Epub 2013 Sep 5.; Vannucchi G, Covelli D, Curro N, Dazzi D, Maffini A, Campi I, Bonara P, Guastella C, Pignataro L, Ratiglia R, Beck-Peccoz P, Salvi M. Serum BAFF concentrations in patients with Graves' disease and orbitopathy before and after immunosuppressive therapy. J Clin Endocrinol Metab. 2012 May;97(5):E755-9. doi: 10.1210/jc.2011-2614. Epub 2012 Mar 7.; Salvi M, Vannucchi G, Curro N, Introna M, Rossi S, Bonara P, Covelli D, Dazzi D, Guastella C, Pignataro L, Ratiglia R, Golay J, Beck-Peccoz P. Small dose of rituximab for graves orbitopathy: new insights into the mechanism of action. Arch Ophthalmol. 2012 Jan;130(1):122-4. doi: 10.1001/archopthalmol.2011.1215. No abstract available.; Salvi M, Vannucchi G, Campi I, Curro N, Dazzi D, Simonetta S, Bonara P, Rossi S, Sina C, Guastella C, Ratiglia R, Beck-Peccoz P. Treatment of Graves' disease and associated ophthalmopathy with the anti-CD20 monoclonal antibody rituximab: an open study. Eur J Endocrinol. 2007 Jan;156(1):33-40. doi: 10.1530/eje.1.02325.; Vannucchi G, Campi I, Bonomi M, Covelli D, Dazzi D, Curro N, Simonetta S, Bonara P, Persani L, Guastella C, Wall J, Beck-Peccoz P, Salvi M. Rituximab treatment in patients with active Graves' orbitopathy: effects on proinflammatory and humoral immune reactions. Clin Exp Immunol. 2010 Sep;161(3):436-43. doi: 10.1111/j.1365-2249.2010.04191.x.; Salvi M, Vannucchi G, Campi I, Curro N, Simonetta S, Covelli D, Pignataro L, Guastella C, Rossi S, Bonara P, Dazzi D, Ratiglia R, Beck-Peccoz P. Rituximab treatment in a patient with severe thyroid-associated ophthalmopathy: effects on orbital lymphocytic infiltrates. Clin Immunol. 2009 May;131(2):360-5. doi: 10.1016/j.clim.2008.12.005. Epub 2009 Feb 4.; Yanaba K, Bouaziz JD, Matsushita T, Magro CM, St Clair EW, Tedder TF. B-lymphocyte contributions to human autoimmune disease. Immunol Rev. 2008 Jun;223:284-99. doi: 10.1111/j.1600-065X.2008.00646.x.; Rowland SL, Leahy KF, Halverson R, Torres RM, Pelanda R. BAFF receptor signaling aids the differentiation of immature B cells into transitional B cells following tonic BCR signaling. J Immunol. 2010 Oct 15;185(8):4570-81. doi: 10.4049/jimmunol.1001708. Epub 2010 Sep 22.; Moore PA, Belvedere O, Orr A, Pieri K, LaFleur DW, Feng P, Soppet D, Charters M, Gentz R, Parmelee D, Li Y, Galperina O, Giri J, Roschke V, Nardelli B, Carrell J, Sosnovtseva S, Greenfield W, Ruben SM, Olsen HS, Fikes J, Hilbert DM. BLyS: member of the tumor necrosis factor family and B lymphocyte stimulator. Science. 1999 Jul 9;285(5425):260-3. doi: 10.1126/science.285.5425.260.; Gilbert JA, Kalled SL, Moorhead J, Hess DM, Rennert P, Li Z, Khan MZ, Banga JP. Treatment of autoimmune hyperthyroidism in a murine model of Graves' disease with tumor necrosis factor-family ligand inhibitors suggests a key role for B cell activating factor in disease pathology. Endocrinology. 2006 Oct;147(10):4561-8. doi: 10.1210/en.2006-0507. Epub 2006 Jun 22.; Salvi M, Girasole G, Pedrazzoni M, Passeri M, Giuliani N, Minelli R, Braverman LE, Roti E. Increased serum concentrations of interleukin-6 (IL-6) and soluble IL-6 receptor in patients with Graves' disease. J Clin Endocrinol Metab. 1996 Aug;81(8):2976-9. doi: 10.1210/jcem.81.8.8768861.; Campi I, Vannucchi GM, Minetti AM, Dazzi D, Avignone S, Covelli D, Curro N, Ratiglia R, Guastella C, Pignataro L, Beck-Peccoz P, Salvi M. A quantitative method for assessing the degree of axial proptosis in relation to orbital tissue involvement in Graves' orbitopathy. Ophthalmology. 2013 May;120(5):1092-8. doi: 10.1016/j.ophtha.2012.10.041. Epub 2013 Feb 8.; Perez-Moreiras JV, Gomez-Reino JJ, Maneiro JR, Perez-Pampin E, Romo Lopez A, Rodriguez Alvarez FM, Castillo Laguarta JM, Del Estad Cabello A, Gessa Sorroche M, Espana Gregori E, Sales-Sanz M; Tocilizumab in Graves Orbitopathy Study Group. Efficacy of Tocilizumab in Patients With Moderate-to-Severe Corticosteroid-Resistant Graves Orbitopathy: A Randomized Clinical Trial. Am J Ophthalmol. 2018 Nov;195:181-190. doi: 10.1016/j.ajo.2018.07.038. Epub 2018 Aug 4.",Official registry protocol,ClinicalTrials.gov; NCT04876534,official_registry_full_record,2026-09-10,disease-directed standard-of-care or regimen-optimization trial
NCT05517447,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05517447,Batoclimab,,Immunovant Sciences GmbH,Immunovant Sciences GmbH,Active TED,FcRn inhibition,PHASE3,TERMINATED,2022-11-06,2026-04-02,Australia; Belgium; Georgia; Hungary; Israel; Italy; Latvia; New Zealand; Poland; Puerto Rico; Slovakia; Spain; United Kingdom; United States,Adults primary,active_unspecified_severity,109,,,NON_RANDOMIZED PARALLEL,NONE,Observational cohort; Treatment Cohort,See official registry record,Registry-defined; verify per protocol,See arms,Duration of proptosis response off treatment in study eye in batoclimab responder participants in the feeder studies,Percentage of proptosis responders in study eye in placebo non-responder participants in the feeder studies; Percentage of proptosis responders in study eye in batoclimab non-responder participants in the feeder studies,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT05517447,official_registry_full_record,2026-09-10,"The feeder studies (i.e., IMVT-1401-3201 and 3202) for study IMVT-1401-3203 failed to achieve their pre-defined primary efficacy outcomes. Accordingly, there was a change to the benefit-risk balance. No new safety findings were observed.; disease-directed drug/biologic/supplement trial"
NCT05683496,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05683496,lonigutamab,,ACELYRIN Inc.,ACELYRIN Inc.,Active TED,IGF-1R inhibition,PHASE1; PHASE2,COMPLETED,2023-02-14,2025-05-26,Australia; United States,Adults primary,active_unspecified_severity,31,,,RANDOMIZED SEQUENTIAL,QUADRUPLE,Cohort 1; Cohort 2; Cohort 3; Cohort 4,See official registry record,Registry-defined; verify per protocol,See arms,Incidence and characterization of nonserious treatment emergent adverse events (TEAEs); Incidence and characterization of serious treatment emergent adverse events (TEAEs),PK profile of lonigutamab; PK profile of lonigutamab,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT05683496,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT05795621,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05795621,IBI311,,Innovent Biologics (Suzhou) Co. Ltd.,Innovent Biologics (Suzhou) Co. Ltd.,Active TED,IGF-1R inhibition,PHASE2; PHASE3,COMPLETED,2023-02-14,2023-12-20,China,Adults primary,active_unspecified_severity,115,,,RANDOMIZED PARALLEL,DOUBLE,Placebo; IBI311,See official registry record,Registry-defined; verify per protocol,See arms,"The proptosis responder rate of the study eye (defined as percentage of subjects with a ≥ 2mm reduction from Baseline in proptosis in the study eye, without deterioration [≥ 2 mm increase] of proptosis in the non-study eye).",The overall responder rate in the study eye.; Percentage of subjects with a CAS value of 0 or 1 in the study eye.; Mean Change of the CAS value in the study eye.; Mean change from Baseline in proptosis measurement in the study eye.; The proptosis responder rate of the study eye.,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,"Zhang H, Sun J, Li Y, Zhu L, Shan Z, Lu W, Shen J, Shi Y, Tao L, Jiang H, Ji L, Zhu Y, Gu H, Liu X, Sun B, Tian Y, Liu Q, Zhou J, Zhao H, Guan H, Zhu L, Wen J, Lu Y, Qiao J, Zhang W, Deng J, Lu S, Han-Zhang H, Qian L, Zhou H, Fan X. IGF-1R Inhibitor IBI311 for the Treatment of Active Thyroid Eye Disease in Chinese Patients: The RESTORE-1 Randomized Clinical Trial. JAMA Ophthalmol. 2025 Nov 1;143(11):964-971. doi: 10.1001/jamaophthalmol.2025.3350.",Official registry protocol,ClinicalTrials.gov; NCT05795621,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT06126783,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06126783,IBI311,,Innovent Biologics (Suzhou) Co. Ltd.,Innovent Biologics (Suzhou) Co. Ltd.,Active TED,IGF-1R inhibition,PHASE3,COMPLETED,2023-10-20,2025-09-23,China,Adults primary,active_unspecified_severity,91,,,NA SINGLE_GROUP,NONE,IBI311,See official registry record,Registry-defined; verify per protocol,See arms,The response rate of exophthalmos was studied.,"Overall responder rate (i.e., percentage of subjects with a ≥ 2-point decrease in Clinical Activity Score [CAS] and a ≥ 2 mm decrease from baseline in proptosis in the study eye, and without corresponding deterioration in the fellow eye in the study eye; To evaluate the effects of IBI311 on ocular CAS score.; To evaluate the effects of IBI311 on exophthalmos.; To evaluate the efficacy of IBI311 in improving contralateral eye.; To evaluate the efficacy of IBI311 in improving diplopia.",Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT06126783,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT06384547,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06384547,Veligrotug,,"Viridian Therapeutics, Inc.","Viridian Therapeutics, Inc.",Active TED,IGF-1R inhibition,PHASE3,COMPLETED,2024-05-23,2025-05-01,Australia; France; Germany; Poland; Spain; United Kingdom; United States,Adults primary,active_unspecified_severity,231,,,RANDOMIZED PARALLEL,DOUBLE,Veligrotug 10 mg/kg; Veligrotug 3 mg/kg,See official registry record,Registry-defined; verify per protocol,See arms,Number of Participants With Treatment-emergent Adverse Events (TEAEs) Through Week 15,Change From Baseline in Proptosis in the Study Eye as Measured by Exophthalmometer; Number of Participants With TEAEs Through Week 52,Posted result timepoint,"Observed Week 15 proptosis change −2.3 mm (10 mg/kg) vs −2.1 mm (3 mg/kg), uncontrolled.",Week 52 TEAE 159/173 vs 55/58; SAE 10/173 vs 3/58; deaths 0; class-like muscle spasm/hearing/reproductive events.,Safety through Week 52; comparative efficacy durability 아님.,,Registry result + manual curation,ClinicalTrials.gov; NCT06384547,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial; No placebo; efficacy inference 제한.
NCT06467435,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06467435,Kamuvudine-9; Kamuvudine-9,,Peter Timoney,Peter Timoney,Active TED,NRTI-derived inflammasome-pathway inhibition (P2X7/NLRP3 rationale),PHASE1,TERMINATED,2024-11-06,2026-02-23,United States,Adults primary,active_unspecified_severity,4,,,NON_RANDOMIZED PARALLEL,NONE,Patients with Thyroid Eye Disease (TED); Healthy Volunteers,See official registry record,Registry-defined; verify per protocol,See arms,Adverse Events; plasma concentrations of K9,"Change in Standardized Patient Evaluation of Eye Dryness (SPEED) symptoms; Change in Diplopia; Change in Study Visit in Clinical Activity Score (CAS),; Change in proptosis; Change in Graves' ophthalmopathy-specific quality-of-life scale (GO-QOL)",Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT06467435,official_registry_full_record,2026-09-10,Low enrollment status; named investigational disease-directed asset; comparator treatment does not determine asset class
NCT06984627,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06984627,Rilzabrutinib dose 1; Rilzabrutinib dose 2,,Sanofi,Sanofi,Active TED,BTK inhibition,PHASE2,RECRUITING,2025-09-02,2026-08-25,Canada; Germany; Italy; Spain; United Kingdom,Adults primary,active_unspecified_severity,30,,,RANDOMIZED PARALLEL,NONE,Rilzabrutinib dose 1; Rilzabrutinib dose 2,See official registry record,Registry-defined; verify per protocol,See arms,Percent change from baseline in FT4 levels,"Percent change from baseline in FT3 levels; Proportion of participants with FT4 levels within normal limits; Proportion of participants with FT3 levels within normal limits; Incidence of treatment-emergent adverse events (TEAEs), serious adverse events (SAEs), adverse events of special interest (AESIs) and withdrawals due to TEAEs during the study period",Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT06984627,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT07308964,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07308964,Teprotumumab Injection [Tepezza],,Sheba Medical Center,Sheba Medical Center,Active TED,IGF-1R inhibition,PHASE4,NOT_YET_RECRUITING,2026-01,2028-01,,Adults primary,active_unspecified_severity,40,,,RANDOMIZED SEQUENTIAL,NONE,Standard of Care; Shortened Treatment,See official registry record,Registry-defined; verify per protocol,See arms,Clinical Response,,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07308964,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT07400757,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07400757,Atorvastatin (Lipitor); Vitamin D,,"Taipei Veterans General Hospital, Taiwan","Taipei Veterans General Hospital, Taiwan",Active TED,Statin / pleiotropic anti-inflammatory,NA,RECRUITING,2026-02-24,2029-12-31,Taiwan,Adults primary,active_unspecified_severity,120,,,RANDOMIZED FACTORIAL,NONE,Standard Care; Statin; Vitamin D; Statin plus Vitamin D,See official registry record,Registry-defined; verify per protocol,See arms,Change in Clinical Activity Score (CAS); Change in Thyroid Eye Disease Activity (Responder Analysis); Change in Proptosis; Change in Thyroid-Stimulating Immunoglobulin (TSI),Change in Thyroid Function; Change in Lipid Profile; Change in Blood Glucose; Concomitant Medication Use,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,"Cardo C, Bernardo Santos R, Pinotti Pedro Miklos AB, Barbosa Jaconis S, Romaldini JH, Villagelin D. The relationship between cholesterol levels and thyroid eye disease. Eur Thyroid J. 2025 Feb 3;14(1):e240133. doi: 10.1530/ETJ-24-0133. Print 2025 Feb 1.; Chou YT, Lai CC, Li CY, Shen WC, Huang YT, Wu YL, Lin YH, Yang DC, Yang YC. Statin Use and the Risk of Graves' Orbitopathy: A Nationwide Population-Based Cohort Study. Thyroid. 2025 Feb;35(2):199-207. doi: 10.1089/thy.2024.0536. Epub 2025 Jan 13.; Wang CM, Chen YJ, Yang BC, Yang JW, Wang W, Zeng Y, Jiang J. Supplementation with active vitamin D3 ameliorates experimental autoimmune thyroiditis in mice by modulating the differentiation and functionality of intrathyroidal T-cell subsets. Front Immunol. 2025 Jan 30;16:1528707. doi: 10.3389/fimmu.2025.1528707. eCollection 2025.",Official registry protocol,ClinicalTrials.gov; NCT07400757,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
