blind_order,blind_id,adjudication_batch,claim_id,claim_type,blind_verdict,blind_failure_mode,adjudication_rationale,evidence_reviewed,precheck_status,resolution,source_ids,exact_anchors,canonical_artifact,canonical_row_ids,blind_packet_sha256,review_date,data_cut,review_independence
31,BLIND-0031,BATCH-02,TRIAL-009-EFFICACY,trial_efficacy_result,support,support,"For NCT02973802, the efficacy field matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=800 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT02973802 | canonical=result_trial_curation_v2.csv::trial_id=NCT02973802; field=efficacy,PASS,NA (no correction required),800,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT02973802,result_trial_curation_v2.csv,trial_id=NCT02973802; field=efficacy,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
32,BLIND-0032,BATCH-02,REG-JP-LUMVOA-AUTH,regional_authorization_status,support,support,"For SOC-JP-TED-LUMVOA, authorization text/value matched the canonical SoC field and the claim-specific regulator or documented query source subset; unresolved wording was not converted to absence.",sources=748 | exact_anchors=CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-JP-TED-LUMVOA;field=authorization_status_scope | canonical=soc_outcomes_v2.csv::soc_id=SOC-JP-TED-LUMVOA; field=authorization_status_scope,PASS,NA (no correction required),748,CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-JP-TED-LUMVOA;field=authorization_status_scope,soc_outcomes_v2.csv,soc_id=SOC-JP-TED-LUMVOA; field=authorization_status_scope,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
33,BLIND-0033,BATCH-02,TRIAL-024-INTERPRETATION,trial_primary_interpretation,support,support,"For NCT06226545, the primary interpretation/disposition matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=853 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT06226545 | canonical=result_trial_curation_v2.csv::trial_id=NCT06226545; field=primary_interpretation,PASS,NA (no correction required),853,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT06226545,result_trial_curation_v2.csv,trial_id=NCT06226545; field=primary_interpretation,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
34,BLIND-0034,BATCH-02,ASSET-011,complete_asset_inventory_row,support,support,"For GenSci098 / YB-101, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=541; 870; 897; 915 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=GenSci098 / YB-101;row_sha256=15084e27f6c75fa8ee24ae640744609c3a91e46bf44de578cf7803acc53a8fe7 | canonical=pipeline_assets_v2.csv::asset=GenSci098 / YB-101,PASS,NA (no correction required),541; 870; 897; 915,CANONICAL:pipeline_assets_v2.csv::asset=GenSci098 / YB-101;row_sha256=15084e27f6c75fa8ee24ae640744609c3a91e46bf44de578cf7803acc53a8fe7,pipeline_assets_v2.csv,asset=GenSci098 / YB-101,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
35,BLIND-0035,BATCH-02,ASSET-014,complete_asset_inventory_row,support,support,"For IBI3031, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=619; 913 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=IBI3031;row_sha256=2223939c18838bc09a67543e59661384d1c1950d99c136b0b5b96c277cd49340 | canonical=pipeline_assets_v2.csv::asset=IBI3031,PASS,NA (no correction required),619; 913,CANONICAL:pipeline_assets_v2.csv::asset=IBI3031;row_sha256=2223939c18838bc09a67543e59661384d1c1950d99c136b0b5b96c277cd49340,pipeline_assets_v2.csv,asset=IBI3031,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
36,BLIND-0036,BATCH-02,POP-PEDIATRIC-001,analytical_population_boundary,support,support,Verified the exact special-population category locator (category=Pediatric GD across five regions) across five regions and confirmed nonblank endpoint/risk boundaries; claim-specific category checks passed.,sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:soc_outcomes_v2.csv::category=Pediatric GD across five regions | canonical=soc_outcomes_v2.csv::category=Pediatric GD across five regions,PASS,NA (no correction required),NA (internal canonical evidence),CANONICAL:soc_outcomes_v2.csv::category=Pediatric GD across five regions,soc_outcomes_v2.csv,category=Pediatric GD across five regions,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
37,BLIND-0037,BATCH-02,ASSET-021,complete_asset_inventory_row,support,support,"For Lanreotide, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=758 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=Lanreotide;row_sha256=1dc34e238453776131b47ce94bcc4962bd55c2e468a7d0c239731ecd09a91a8a | canonical=pipeline_assets_v2.csv::asset=Lanreotide,PASS,NA (no correction required),758,CANONICAL:pipeline_assets_v2.csv::asset=Lanreotide;row_sha256=1dc34e238453776131b47ce94bcc4962bd55c2e468a7d0c239731ecd09a91a8a,pipeline_assets_v2.csv,asset=Lanreotide,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
38,BLIND-0038,BATCH-02,TRIAL-FRAME-001,internal_trial_reporting_boundary,support,support,"All 25 result-bearing rows retain separate disposition, efficacy, safety, durability, and caveat fields; the claim describes that deterministic reporting structure and makes no efficacy inference.","sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:result_trial_curation_v2.csv::all 25 rows | fields=disposition,efficacy,safety,durability,caveats | canonical=result_trial_curation_v2.csv::all 25 rows; fields=disposition,efficacy,safety,durability,caveats",PASS,NA (no correction required),NA (internal canonical evidence),"CANONICAL:result_trial_curation_v2.csv::all 25 rows | fields=disposition,efficacy,safety,durability,caveats",result_trial_curation_v2.csv,"all 25 rows; fields=disposition,efficacy,safety,durability,caveats",bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
39,BLIND-0039,BATCH-02,ASSET-044,complete_asset_inventory_row,support,support,"For Unspecified immunosuppressive agent, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=826 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=Unspecified immunosuppressive agent;row_sha256=7469022e3b1f29c4c16ae7aba9b17d44ab04805a0848ddec6e37aa4db625be4a | canonical=pipeline_assets_v2.csv::asset=Unspecified immunosuppressive agent,PASS,NA (no correction required),826,CANONICAL:pipeline_assets_v2.csv::asset=Unspecified immunosuppressive agent;row_sha256=7469022e3b1f29c4c16ae7aba9b17d44ab04805a0848ddec6e37aa4db625be4a,pipeline_assets_v2.csv,asset=Unspecified immunosuppressive agent,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
40,BLIND-0040,BATCH-02,SOC-FRAME-002,analytical_soc_boundary,support,support,"The 75-row SoC matrix contains Adult ATD, Adult RAI, and Adult thyroidectomy as separate categories in each of five regions and preserves distinct biochemical, destructive/surgical, and remission semantics.","sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:soc_outcomes_v2.csv::categories=Adult ATD,Adult RAI,Adult thyroidectomy | canonical=soc_outcomes_v2.csv::categories=Adult ATD,Adult RAI,Adult thyroidectomy",PASS,NA (no correction required),NA (internal canonical evidence),"CANONICAL:soc_outcomes_v2.csv::categories=Adult ATD,Adult RAI,Adult thyroidectomy",soc_outcomes_v2.csv,"categories=Adult ATD,Adult RAI,Adult thyroidectomy",bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
41,BLIND-0041,BATCH-02,ASSET-036,complete_asset_inventory_row,support,support,"For Secukinumab, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=819 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=Secukinumab;row_sha256=7a3fc4dd30b459aeb43b86ee6e90d699f13d7e2467985d245875a8ec6a5978aa | canonical=pipeline_assets_v2.csv::asset=Secukinumab,PASS,NA (no correction required),819,CANONICAL:pipeline_assets_v2.csv::asset=Secukinumab;row_sha256=7a3fc4dd30b459aeb43b86ee6e90d699f13d7e2467985d245875a8ec6a5978aa,pipeline_assets_v2.csv,asset=Secukinumab,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
42,BLIND-0042,BATCH-02,ASSET-028,complete_asset_inventory_row,support,support,"For MHB018A, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=459; 460; 461; 881; 892; 894; 910; 911; 912 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=MHB018A;row_sha256=552cd7cedb660890d1e69bbee170970231112e93e8e33096f2fb234fca455cad | canonical=pipeline_assets_v2.csv::asset=MHB018A,PASS,NA (no correction required),459; 460; 461; 881; 892; 894; 910; 911; 912,CANONICAL:pipeline_assets_v2.csv::asset=MHB018A;row_sha256=552cd7cedb660890d1e69bbee170970231112e93e8e33096f2fb234fca455cad,pipeline_assets_v2.csv,asset=MHB018A,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
43,BLIND-0043,BATCH-02,ASSET-025,complete_asset_inventory_row,support,support,"For Lonigutamab, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=840 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=Lonigutamab;row_sha256=35f95fd1e31bba37dabc318e7a2f6e542b41bfaf320dd130b6e63abf8c99125d | canonical=pipeline_assets_v2.csv::asset=Lonigutamab,PASS,NA (no correction required),840,CANONICAL:pipeline_assets_v2.csv::asset=Lonigutamab;row_sha256=35f95fd1e31bba37dabc318e7a2f6e542b41bfaf320dd130b6e63abf8c99125d,pipeline_assets_v2.csv,asset=Lonigutamab,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
44,BLIND-0044,BATCH-02,TRIAL-012-DURABILITY,trial_durability_result_or_limit,support,support,"For NCT03461211, the durability field matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=809 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT03461211 | canonical=result_trial_curation_v2.csv::trial_id=NCT03461211; field=durability,PASS,NA (no correction required),809,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT03461211,result_trial_curation_v2.csv,trial_id=NCT03461211; field=durability,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
45,BLIND-0045,BATCH-02,REG-US-LUMVOA-AUTH,regional_authorization_status,support,support,"For SOC-US-TED-LUMVOA, authorization text/value matched the canonical SoC field and the claim-specific regulator or documented query source subset; unresolved wording was not converted to absence.",sources=373; 726 | exact_anchors=SOURCE_ANCHOR:US-LUMVOA-LABEL-INDICATION-DOSE; SOURCE_ANCHOR:US-FDA-LUMVOA-BLA-APPROVAL; SOURCE_ANCHOR:US-FDA-LUMVOA-APPROVAL-DATE; CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-US-TED-LUMVOA;field=authorization_status_scope | canonical=soc_outcomes_v2.csv::soc_id=SOC-US-TED-LUMVOA; field=authorization_status_scope,PASS,NA (no correction required),373; 726,SOURCE_ANCHOR:US-LUMVOA-LABEL-INDICATION-DOSE; SOURCE_ANCHOR:US-FDA-LUMVOA-BLA-APPROVAL; SOURCE_ANCHOR:US-FDA-LUMVOA-APPROVAL-DATE; CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-US-TED-LUMVOA;field=authorization_status_scope,soc_outcomes_v2.csv,soc_id=SOC-US-TED-LUMVOA; field=authorization_status_scope,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
46,BLIND-0046,BATCH-02,TRIAL-020-EFFICACY,trial_efficacy_result,support,support,"For NCT05987423, the efficacy field matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=844 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT05987423 | canonical=result_trial_curation_v2.csv::trial_id=NCT05987423; field=efficacy,PASS,NA (no correction required),844,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT05987423,result_trial_curation_v2.csv,trial_id=NCT05987423; field=efficacy,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
47,BLIND-0047,BATCH-02,SOC-FRAME-003,analytical_population_boundary,support,support,"Verified the exact special-population category locator (categories=Pediatric GD,GD in pregnancy,GD in lactation,GD in older adults,Relapsed/refractory GD,Relapsed/refractory TED) across five regions and confirmed nonblank endpoint/risk boundaries; claim-specific category checks passed.","sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:soc_outcomes_v2.csv::categories=Pediatric GD,GD in pregnancy,GD in lactation,GD in older adults,Relapsed/refractory GD,Relapsed/refractory TED | canonical=soc_outcomes_v2.csv::categories=Pediatric GD,GD in pregnancy,GD in lactation,GD in older adults,Relapsed/refractory GD,Relapsed/refractory TED",PASS,NA (no correction required),NA (internal canonical evidence),"CANONICAL:soc_outcomes_v2.csv::categories=Pediatric GD,GD in pregnancy,GD in lactation,GD in older adults,Relapsed/refractory GD,Relapsed/refractory TED",soc_outcomes_v2.csv,"categories=Pediatric GD,GD in pregnancy,GD in lactation,GD in older adults,Relapsed/refractory GD,Relapsed/refractory TED",bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
48,BLIND-0048,BATCH-02,TRIAL-021-EFFICACY,trial_efficacy_result,support,support,"For NCT06021054, the efficacy field matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=845 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT06021054 | canonical=result_trial_curation_v2.csv::trial_id=NCT06021054; field=efficacy,PASS,NA (no correction required),845,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT06021054,result_trial_curation_v2.csv,trial_id=NCT06021054; field=efficacy,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
49,BLIND-0049,BATCH-02,METHOD-011,internal_status_count,support,support,Recounted the status-specific trial subset as 8; claim text/value and frozen clinical-trial artifact hash matched.,sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:clinical_trials_v2.csv::field=overall_status | value=ACTIVE_NOT_RECRUITING | canonical=clinical_trials_v2.csv::field=overall_status; value=ACTIVE_NOT_RECRUITING,PASS,NA (no correction required),NA (internal canonical evidence),CANONICAL:clinical_trials_v2.csv::field=overall_status | value=ACTIVE_NOT_RECRUITING,clinical_trials_v2.csv,field=overall_status; value=ACTIVE_NOT_RECRUITING,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
50,BLIND-0050,BATCH-02,METHOD-018,internal_methodological_statement,support,support,Verified 25 posted-result trials and confirmed every n_analyzed field is endpoint-specific rather than enrollment/randomized-flow substitution.,sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:clinical_trials_v2.csv::has_posted_results=Yes | field=n_analyzed | canonical=clinical_trials_v2.csv::has_posted_results=Yes; field=n_analyzed,PASS,NA (no correction required),NA (internal canonical evidence),CANONICAL:clinical_trials_v2.csv::has_posted_results=Yes | field=n_analyzed,clinical_trials_v2.csv,has_posted_results=Yes; field=n_analyzed,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
